Year,SCA
2000-02-01,0.13
2000-03-01,1.44
2000-04-01,4.78
2000-05-01,15.14
2000-06-01,28.16
2000-07-01,30.77
2000-08-01,6.41
2000-09-01,6.56
2000-10-01,2.73
2000-11-01,0.83
2000-12-01,0.22
2001-01-01,0.63
2001-02-01,0.94
2001-03-01,1.99
2001-04-01,4.90
2001-05-01,14.00
2001-06-01,35.63
2001-07-01,30.47
2001-08-01,20.64
2001-09-01,6.45
2001-10-01,3.03
2001-11-01,0.98
2001-12-01,0.21
2002-01-01,0.33
2002-02-01,0.55
2002-03-01,1.81
2002-04-01,5.85
2002-05-01,30.51
2002-06-01,30.15
2002-07-01,44.48
2002-08-01,29.99
2002-09-01,17.88
2002-10-01,6.94
2002-11-01,3.33
2002-12-01,1.02
2003-01-01,1.17
2003-02-01,1.06
2003-03-01,2.54
2003-04-01,6.23
2003-05-01,24.03
2003-06-01,49.48
2003-07-01,43.17
2003-08-01,34.85
2003-09-01,17.49
2003-10-01,6.69
2003-11-01,2.92
2003-12-01,1.15
2004-01-01,1.28
2004-02-01,0.45
2004-03-01,2.29
2004-04-01,7.06
2004-05-01,33.35
2004-06-01,37.70
2004-07-01,45.58
2004-08-01,28.34
2004-09-01,11.82
2004-10-01,6.00
2004-11-01,1.56
2004-12-01,0.82
2005-01-01,0.82
2005-02-01,0.62
2005-03-01,2.85
2005-04-01,12.45
2005-05-01,33.29
2005-06-01,45.02
2005-07-01,53.12
2005-08-01,32.51
2005-09-01,14.73
2005-10-01,5.77
2005-11-01,1.10
2005-12-01,0.65
2006-01-01,0.62
2006-02-01,1.01
2006-03-01,2.89
2006-04-01,11.12
2006-05-01,20.31
2006-06-01,47.20
2006-07-01,49.08
2006-08-01,26.77
2006-09-01,15.68
2006-10-01,5.46
2006-11-01,2.71
2006-12-01,1.72
2007-01-01,0.71
2007-02-01,1.04
2007-03-01,3.16
2007-04-01,13.26
2007-05-01,42.70
2007-06-01,42.98
2007-07-01,44.20
2007-08-01,36.35
2007-09-01,17.52
2007-10-01,5.78
2007-11-01,2.46
2007-12-01,1.44
2008-01-01,0.98
2008-02-01,1.08
2008-03-01,2.33
2008-04-01,10.40
2008-05-01,37.18
2008-06-01,46.55
2008-07-01,49.04
2008-08-01,35.23
2008-09-01,20.37
2008-10-01,5.70
2008-11-01,2.06
2008-12-01,1.18
2009-01-01,1.05
2009-02-01,1.16
2009-03-01,2.92
2009-04-01,10.03
2009-05-01,42.92
2009-06-01,43.96
2009-07-01,44.52
2009-08-01,30.86
2009-09-01,14.81
2009-10-01,7.21
2009-11-01,3.78
2009-12-01,2.05
2010-01-01,1.37
2010-02-01,1.41
2010-03-01,2.98
2010-04-01,10.14
2010-05-01,28.77
2010-06-01,39.84
2010-07-01,50.95
2010-08-01,27.47
2010-09-01,17.50
2010-10-01,4.75
2010-11-01,1.56
2010-12-01,1.83
2011-01-01,0.84
2011-02-01,0.87
2011-03-01,2.52
2011-04-01,18.78
2011-05-01,34.96
2011-06-01,47.91
2011-07-01,45.30
2011-08-01,32.18
2011-09-01,16.81
2011-10-01,6.76
2011-11-01,2.27
2011-12-01,0.59
2012-01-01,0.69
2012-02-01,2.14
2012-03-01,2.03
2012-04-01,16.21
