Year,SCA
2000-02-01,11.84
2000-03-01,0.39
2000-04-01,1.22
2000-05-01,9.93
2000-06-01,27.92
2000-07-01,35.73
2000-08-01,31.43
2000-09-01,31.03
2000-10-01,27.55
2000-11-01,22.26
2000-12-01,16.10
2001-01-01,6.84
2001-02-01,1.32
2001-03-01,1.10
2001-04-01,5.23
2001-05-01,20.39
2001-06-01,34.41
2001-07-01,33.55
2001-08-01,31.05
2001-09-01,29.06
2001-10-01,24.82
2001-11-01,19.67
2001-12-01,12.47
2002-01-01,3.12
2002-02-01,1.00
2002-03-01,1.73
2002-04-01,7.25
2002-05-01,22.15
2002-06-01,37.35
2002-07-01,34.78
2002-08-01,34.29
2002-09-01,32.91
2002-10-01,28.38
2002-11-01,23.91
2002-12-01,18.22
2003-01-01,11.29
2003-02-01,4.29
2003-03-01,1.68
2003-04-01,1.93
2003-05-01,9.27
2003-06-01,28.69
2003-07-01,32.97
2003-08-01,28.09
2003-09-01,26.18
2003-10-01,21.08
2003-11-01,15.71
2003-12-01,5.40
2004-01-01,1.34
2004-02-01,0.66
2004-03-01,1.47
2004-04-01,10.96
2004-05-01,10.78
2004-06-01,24.44
2004-07-01,30.89
2004-08-01,34.30
2004-09-01,28.57
2004-10-01,22.56
2004-11-01,17.24
2004-12-01,6.63
2005-01-01,2.16
2005-02-01,0.72
2005-03-01,0.97
2005-04-01,2.59
2005-05-01,27.40
2005-06-01,32.75
2005-07-01,33.55
2005-08-01,33.09
2005-09-01,30.71
2005-10-01,26.57
2005-11-01,22.81
2005-12-01,18.39
2006-01-01,10.54
2006-02-01,4.62
2006-03-01,1.82
2006-04-01,4.76
2006-05-01,4.35
2006-06-01,30.60
2006-07-01,33.38
2006-08-01,34.38
2006-09-01,30.13
2006-10-01,26.29
2006-11-01,20.98
2006-12-01,15.49
2007-01-01,6.96
2007-02-01,2.49
2007-03-01,1.41
2007-04-01,1.71
2007-05-01,3.74
2007-06-01,37.25
2007-07-01,37.00
2007-08-01,40.04
2007-09-01,31.47
2007-10-01,25.01
2007-11-01,15.66
2007-12-01,4.04
2008-01-01,0.76
2008-02-01,0.50
2008-03-01,0.78
2008-04-01,4.93
2008-05-01,19.39
2008-06-01,33.37
2008-07-01,31.90
2008-08-01,33.68
2008-09-01,30.38
2008-10-01,24.48
2008-11-01,17.17
2008-12-01,5.90
2009-01-01,1.07
2009-02-01,0.52
2009-03-01,0.38
2009-04-01,0.55
2009-05-01,9.70
2009-06-01,20.50
2009-07-01,33.85
2009-08-01,32.75
2009-09-01,28.88
2009-10-01,25.43
2009-11-01,21.02
2009-12-01,13.92
2010-01-01,4.65
2010-02-01,0.88
2010-03-01,0.46
2010-04-01,0.73
2010-05-01,17.07
2010-06-01,25.95
2010-07-01,38.97
2010-08-01,34.12
2010-09-01,27.24
2010-10-01,14.90
2010-11-01,6.33
2010-12-01,1.67
2011-01-01,0.55
2011-02-01,0.36
2011-03-01,2.91
2011-04-01,10.03
2011-05-01,6.73
2011-06-01,25.95
2011-07-01,36.06
2011-08-01,39.69
2011-09-01,32.59
2011-10-01,23.78
2011-11-01,15.37
2011-12-01,3.23
2012-01-01,0.39
2012-02-01,0.32
2012-03-01,0.30
2012-04-01,1.41
2012-05-01,10.08
2012-06-01,22.83
2012-07-01,29.55
2012-08-01,28.92
2012-09-01,22.99
2012-10-01,21.74
2012-11-01,12.85
2012-12-01,12.19
2013-01-01,1.73
2013-02-01,0.45
2013-03-01,0.37
2013-04-01,0.50
2013-05-01,13.93
2013-06-01,29.41
2013-07-01,32.36
2013-08-01,32.71
2013-09-01,25.95
2013-10-01,20.98
2013-11-01,11.88
2013-12-01,2.17
2014-01-01,0.32
2014-02-01,0.28
2014-03-01,0.66
2014-04-01,3.21
2014-05-01,24.98
2014-06-01,37.37
2014-07-01,34.57
2014-08-01,31.96
2014-09-01,28.89
2014-10-01,23.55
2014-11-01,16.47
2014-12-01,8.78
2015-01-01,1.45
2015-02-01,0.46
2015-03-01,0.39
2015-04-01,1.19
2015-05-01,4.26
2015-06-01,26.59
2015-07-01,29.01
2015-08-01,33.92
2015-09-01,29.77
2015-10-01,28.24
2015-11-01,21.22
2015-12-01,11.79
2016-01-01,2.27
2016-02-01,0.63
2016-03-01,0.34
2016-04-01,5.43
2016-05-01,19.88
2016-06-01,22.81
2016-07-01,25.39
2016-08-01,28.49
2016-09-01,21.99
2016-10-01,17.30
2016-11-01,9.80
2016-12-01,1.65
2017-01-01,0.44
2017-02-01,0.42
2017-03-01,0.75
2017-04-01,5.02
2017-05-01,16.79
2017-06-01,28.29
2017-07-01,32.71
2017-08-01,33.34
2017-09-01,29.27
2017-10-01,25.36
2017-11-01,17.45
2017-12-01,5.97
2018-01-01,0.64
2018-02-01,0.31
2018-03-01,2.50
2018-04-01,4.21
2018-05-01,3.95
2018-06-01,32.62
2018-07-01,31.29
2018-08-01,30.06
2018-09-01,25.37
2018-10-01,24.94
2018-11-01,16.17
2018-12-01,5.50
2019-01-01,0.46
2019-02-01,0.16
2019-03-01,0.20
2019-04-01,0.35
2019-05-01,9.18
2019-06-01,33.98
2019-07-01,33.50
2019-08-01,26.44
2019-09-01,22.84
2019-10-01,16.11
2019-11-01,5.21
2019-12-01,0.39
2020-01-01,0.21
2020-02-01,0.27
2020-03-01,0.17
2020-04-01,1.63
2020-05-01,4.35
2020-06-01,25.54
2020-07-01,37.23
