Year,SCA
2000-02-01,0.14
2000-03-01,1.76
2000-04-01,2.53
2000-05-01,11.07
2000-06-01,37.07
2000-07-01,41.68
2000-08-01,27.63
2000-09-01,21.92
2000-10-01,18.68
2000-11-01,10.06
2000-12-01,3.00
2001-01-01,2.43
2001-02-01,1.61
2001-03-01,2.51
2001-04-01,4.20
2001-05-01,10.09
2001-06-01,22.85
2001-07-01,51.23
2001-08-01,39.63
2001-09-01,26.41
2001-10-01,14.20
2001-11-01,3.47
2001-12-01,3.76
2002-01-01,2.55
2002-02-01,1.85
2002-03-01,4.29
2002-04-01,7.07
2002-05-01,19.12
2002-06-01,49.75
2002-07-01,46.36
2002-08-01,37.05
2002-09-01,21.31
2002-10-01,15.97
2002-11-01,14.99
2002-12-01,5.62
2003-01-01,4.19
2003-02-01,2.66
2003-03-01,2.51
2003-04-01,6.93
2003-05-01,10.96
2003-06-01,43.18
2003-07-01,50.98
2003-08-01,40.63
2003-09-01,18.89
2003-10-01,21.43
2003-11-01,10.38
2003-12-01,4.62
2004-01-01,4.60
2004-02-01,3.02
2004-03-01,2.75
2004-04-01,15.42
2004-05-01,12.18
2004-06-01,34.91
2004-07-01,46.66
2004-08-01,35.84
2004-09-01,31.80
2004-10-01,6.36
2004-11-01,8.26
2004-12-01,4.60
2005-01-01,2.90
2005-02-01,2.57
2005-03-01,3.12
2005-04-01,7.88
2005-05-01,40.31
2005-06-01,56.40
2005-07-01,64.53
2005-08-01,63.25
2005-09-01,49.95
2005-10-01,36.92
2005-11-01,6.20
2005-12-01,6.17
2006-01-01,4.93
2006-02-01,3.77
2006-03-01,3.22
2006-04-01,6.37
2006-05-01,13.01
2006-06-01,40.39
2006-07-01,70.34
2006-08-01,63.01
2006-09-01,49.46
2006-10-01,32.24
2006-11-01,6.07
2006-12-01,2.76
2007-01-01,4.59
2007-02-01,3.02
2007-03-01,2.72
2007-04-01,8.48
2007-05-01,27.16
2007-06-01,64.24
2007-07-01,67.73
2007-08-01,62.58
2007-09-01,49.31
2007-10-01,40.38
2007-11-01,5.67
2007-12-01,6.83
2008-01-01,4.21
2008-02-01,2.87
2008-03-01,2.08
2008-04-01,10.76
2008-05-01,31.78
2008-06-01,52.21
2008-07-01,50.47
2008-08-01,60.58
2008-09-01,45.58
2008-10-01,22.74
2008-11-01,6.98
2008-12-01,4.54
2009-01-01,2.23
2009-02-01,1.85
2009-03-01,2.08
2009-04-01,3.63
2009-05-01,34.75
2009-06-01,46.51
2009-07-01,56.70
2009-08-01,46.43
2009-09-01,38.75
2009-10-01,25.34
2009-11-01,4.05
2009-12-01,3.29
2010-01-01,4.25
2010-02-01,3.72
2010-03-01,3.28
2010-04-01,7.22
2010-05-01,26.17
2010-06-01,42.75
2010-07-01,65.61
2010-08-01,55.18
2010-09-01,47.47
2010-10-01,34.08
2010-11-01,5.27
2010-12-01,6.35
2011-01-01,3.35
2011-02-01,2.74
2011-03-01,3.20
2011-04-01,7.99
2011-05-01,20.21
2011-06-01,44.24
2011-07-01,65.54
2011-08-01,55.72
2011-09-01,46.19
2011-10-01,32.79
2011-11-01,5.63
2011-12-01,5.15
2012-01-01,3.26
2012-02-01,1.53
2012-03-01,1.94
2012-04-01,4.08
2012-05-01,18.15
2012-06-01,47.54
2012-07-01,61.16
2012-08-01,50.89
2012-09-01,40.22
2012-10-01,30.22
2012-11-01,6.00
2012-12-01,2.84
2013-01-01,3.62
2013-02-01,1.83
2013-03-01,1.88
2013-04-01,2.77
2013-05-01,28.44
2013-06-01,40.94
2013-07-01,56.11
2013-08-01,54.32
2013-09-01,40.18
2013-10-01,28.75
2013-11-01,5.36
2013-12-01,3.43
2014-01-01,3.09
2014-02-01,1.84
2014-03-01,2.95
2014-04-01,9.73
2014-05-01,21.81
2014-06-01,58.84
2014-07-01,52.85
2014-08-01,36.06
2014-09-01,17.64
2014-10-01,9.66
2014-11-01,7.24
