Year,SCA
2000-02-01,0.55
2000-03-01,2.72
2000-04-01,2.58
2000-05-01,11.14
2000-06-01,20.85
2000-07-01,26.96
2000-08-01,17.22
2000-09-01,8.77
2000-10-01,4.21
2000-11-01,3.74
2000-12-01,3.11
2001-01-01,3.28
2001-02-01,3.02
2001-03-01,3.11
2001-04-01,4.04
2001-05-01,12.46
2001-06-01,19.87
2001-07-01,28.71
2001-08-01,22.81
2001-09-01,13.97
2001-10-01,6.88
2001-11-01,4.02
2001-12-01,4.20
2002-01-01,3.42
2002-02-01,2.66
2002-03-01,3.09
2002-04-01,9.45
2002-05-01,8.85
2002-06-01,35.54
2002-07-01,31.22
2002-08-01,19.31
2002-09-01,4.30
2002-10-01,7.90
2002-11-01,3.81
2002-12-01,4.69
2003-01-01,4.91
2003-02-01,4.72
2003-03-01,3.94
2003-04-01,7.57
2003-05-01,9.44
2003-06-01,31.18
2003-07-01,29.35
2003-08-01,24.04
2003-09-01,10.93
2003-10-01,9.88
2003-11-01,3.03
2003-12-01,3.37
2004-01-01,4.94
2004-02-01,4.19
2004-03-01,3.34
2004-04-01,9.68
2004-05-01,8.47
2004-06-01,24.81
2004-07-01,29.56
2004-08-01,21.76
2004-09-01,22.02
2004-10-01,4.99
2004-11-01,5.13
2004-12-01,5.24
2005-01-01,3.91
2005-02-01,3.82
2005-03-01,3.24
2005-04-01,6.66
2005-05-01,24.82
2005-06-01,38.70
2005-07-01,38.63
2005-08-01,38.65
2005-09-01,29.61
2005-10-01,16.97
2005-11-01,4.23
2005-12-01,4.57
2006-01-01,5.33
2006-02-01,4.42
2006-03-01,4.19
2006-04-01,5.07
2006-05-01,11.94
2006-06-01,34.02
2006-07-01,46.36
2006-08-01,37.38
2006-09-01,27.62
2006-10-01,20.20
2006-11-01,7.29
2006-12-01,1.31
2007-01-01,4.93
2007-02-01,4.72
2007-03-01,3.61
2007-04-01,9.23
2007-05-01,21.81
2007-06-01,39.53
2007-07-01,46.89
2007-08-01,43.63
2007-09-01,31.35
2007-10-01,25.46
2007-11-01,3.22
2007-12-01,5.18
2008-01-01,5.61
2008-02-01,4.45
2008-03-01,3.33
2008-04-01,9.87
2008-05-01,11.66
2008-06-01,31.15
2008-07-01,39.30
2008-08-01,38.09
2008-09-01,27.04
2008-10-01,13.15
2008-11-01,4.70
2008-12-01,4.85
2009-01-01,3.65
2009-02-01,2.74
2009-03-01,2.45
2009-04-01,3.58
2009-05-01,23.34
2009-06-01,24.28
2009-07-01,40.73
2009-08-01,20.59
2009-09-01,21.30
2009-10-01,14.28
2009-11-01,3.07
2009-12-01,2.89
2010-01-01,5.81
2010-02-01,4.70
2010-03-01,3.88
2010-04-01,5.83
2010-05-01,22.23
2010-06-01,33.01
2010-07-01,40.91
2010-08-01,40.84
2010-09-01,28.24
2010-10-01,16.25
2010-11-01,5.14
2010-12-01,5.40
2011-01-01,4.84
2011-02-01,4.11
2011-03-01,4.42
2011-04-01,6.76
2011-05-01,17.75
2011-06-01,31.03
2011-07-01,47.68
2011-08-01,35.57
2011-09-01,19.16
2011-10-01,22.11
2011-11-01,6.52
2011-12-01,5.68
2012-01-01,4.55
2012-02-01,2.95
2012-03-01,2.81
2012-04-01,4.31
2012-05-01,15.75
2012-06-01,35.01
2012-07-01,44.91
2012-08-01,30.63
2012-09-01,21.20
2012-10-01,14.65
2012-11-01,4.41
2012-12-01,2.26
2013-01-01,4.77
2013-02-01,3.81
2013-03-01,2.47
2013-04-01,3.35
2013-05-01,22.43
2013-06-01,37.39
2013-07-01,34.84
2013-08-01,29.97
2013-09-01,22.58
2013-10-01,14.21
2013-11-01,4.11
2013-12-01,4.80
2014-01-01,4.47
2014-02-01,3.24
2014-03-01,3.61
2014-04-01,9.34
2014-05-01,14.91
2014-06-01,38.04
2014-07-01,34.83
2014-08-01,25.54
2014-09-01,21.15
2014-10-01,9.86
2014-11-01,4.32
2014-12-01,4.31
2015-01-01,4.36
2015-02-01,3.28
2015-03-01,2.39
2015-04-01,3.57
2015-05-01,15.30
2015-06-01,37.71
2015-07-01,37.30
2015-08-01,25.20
2015-09-01,26.38
2015-10-01,19.53
2015-11-01,3.37
2015-12-01,4.30
2016-01-01,4.48
2016-02-01,3.33
2016-03-01,2.69
2016-04-01,5.09
2016-05-01,6.14
2016-06-01,21.60
2016-07-01,26.04
2016-08-01,21.95
2016-09-01,19.71
2016-10-01,7.06
2016-11-01,5.18
2016-12-01,3.67
2017-01-01,2.87
2017-02-01,2.33
2017-03-01,2.64
2017-04-01,2.63
2017-05-01,29.97
2017-06-01,36.02
2017-07-01,40.44
2017-08-01,25.59
2017-09-01,31.70
2017-10-01,19.68
2017-11-01,5.60
2017-12-01,3.60
2018-01-01,4.80
2018-02-01,3.99
2018-03-01,3.59
2018-04-01,8.34
2018-05-01,15.45
2018-06-01,34.42
2018-07-01,44.86
2018-08-01,26.44
2018-09-01,20.88
2018-10-01,15.12
2018-11-01,5.07
2018-12-01,4.75
2019-01-01,4.79
2019-02-01,3.86
2019-03-01,2.86
2019-04-01,5.51
2019-05-01,16.07
2019-06-01,41.89
2019-07-01,40.20
2019-08-01,28.92
2019-09-01,21.17
2019-10-01,17.14
2019-11-01,5.29
2019-12-01,4.65
2020-01-01,5.07
2020-02-01,4.08
2020-03-01,3.50
2020-04-01,5.49
2020-05-01,16.27
2020-06-01,28.26
2020-07-01,49.55
2020-08-01,32.40
2020-09-01,28.72
2020-10-01,17.54
2020-11-01,3.87
2020-12-01,4.05
2021-01-01,4.99
