Year,SCA
2000-02-01,0.11
2000-03-01,0.15
2000-04-01,4.42
2000-05-01,7.65
2000-06-01,6.67
2000-07-01,45.62
2000-08-01,28.67
2000-09-01,23.27
2000-10-01,9.59
2000-11-01,3.11
2000-12-01,0.18
2001-01-01,0.22
2001-02-01,0.18
2001-03-01,2.28
2001-04-01,5.24
2001-05-01,6.25
2001-06-01,11.33
2001-07-01,9.44
2001-08-01,19.03
2001-09-01,24.74
2001-10-01,11.25
2001-11-01,3.16
2001-12-01,0.75
2002-01-01,0.26
2002-02-01,0.11
2002-03-01,0.05
2002-04-01,2.43
2002-05-01,10.91
2002-06-01,41.68
2002-07-01,46.72
2002-08-01,44.01
2002-09-01,35.23
2002-10-01,24.93
2002-11-01,13.82
2002-12-01,4.31
2003-01-01,0.73
2003-02-01,0.37
2003-03-01,0.32
2003-04-01,0.24
2003-05-01,11.70
2003-06-01,24.40
2003-07-01,32.82
2003-08-01,21.60
2003-09-01,16.59
2003-10-01,8.93
2003-11-01,2.10
2003-12-01,0.34
2004-01-01,0.41
2004-02-01,1.08
2004-03-01,0.36
2004-04-01,1.70
2004-05-01,2.53
2004-06-01,5.07
2004-07-01,10.08
2004-08-01,16.52
2004-09-01,3.63
2004-10-01,0.35
2004-11-01,4.62
2004-12-01,0.31
2005-01-01,0.18
2005-02-01,0.27
2005-03-01,1.28
2005-04-01,5.09
2005-05-01,30.96
2005-06-01,33.36
2005-07-01,28.32
2005-08-01,24.54
2005-09-01,28.95
2005-10-01,17.86
2005-11-01,9.60
2005-12-01,1.82
2006-01-01,0.54
2006-02-01,0.74
2006-03-01,0.26
2006-04-01,0.45
2006-05-01,4.37
2006-06-01,22.56
2006-07-01,23.59
2006-08-01,22.51
2006-09-01,17.80
2006-10-01,8.75
2006-11-01,2.61
2006-12-01,0.43
2007-01-01,0.52
2007-02-01,0.30
2007-03-01,0.14
2007-04-01,0.49
2007-05-01,8.21
2007-06-01,32.28
2007-07-01,38.76
2007-08-01,33.86
2007-09-01,24.38
2007-10-01,14.30
2007-11-01,3.78
2007-12-01,0.48
2008-01-01,0.24
2008-02-01,0.38
2008-03-01,0.27
2008-04-01,0.21
2008-05-01,1.18
2008-06-01,35.68
2008-07-01,32.53
2008-08-01,38.29
2008-09-01,26.08
2008-10-01,14.15
2008-11-01,4.28
2008-12-01,0.46
2009-01-01,0.62
2009-02-01,0.62
2009-03-01,1.15
2009-04-01,0.33
2009-05-01,3.01
2009-06-01,8.63
2009-07-01,25.34
2009-08-01,20.66
2009-09-01,11.53
2009-10-01,3.98
2009-11-01,0.28
2009-12-01,0.14
2010-01-01,0.47
2010-02-01,0.20
2010-03-01,0.10
2010-04-01,1.04
2010-05-01,10.92
2010-06-01,31.12
2010-07-01,21.74
2010-08-01,13.42
2010-09-01,8.47
2010-10-01,2.09
2010-11-01,0.38
2010-12-01,0.13
2011-01-01,0.16
2011-02-01,0.36
2011-03-01,1.20
2011-04-01,0.69
2011-05-01,0.19
2011-06-01,28.20
2011-07-01,30.58
2011-08-01,27.89
2011-09-01,15.64
2011-10-01,4.83
2011-11-01,0.60
2011-12-01,0.38
2012-01-01,0.42
2012-02-01,0.45
2012-03-01,0.16
2012-04-01,6.35
2012-05-01,12.50
2012-06-01,25.08
2012-07-01,18.07
2012-08-01,18.60
2012-09-01,9.84
2012-10-01,3.57
2012-11-01,0.58
2012-12-01,0.14
2013-01-01,0.85
2013-02-01,0.77
2013-03-01,0.21
2013-04-01,0.11
2013-05-01,9.42
2013-06-01,23.31
2013-07-01,21.05
2013-08-01,19.56
2013-09-01,12.27
2013-10-01,7.83
2013-11-01,1.85
2013-12-01,0.23
2014-01-01,0.29
2014-02-01,0.11
2014-03-01,0.12
2014-04-01,0.17
2014-05-01,0.38
2014-06-01,20.70
2014-07-01,14.38
2014-08-01,3.44
2014-09-01,6.09
2014-10-01,1.61
2014-11-01,0.12
2014-12-01,0.08
2015-01-01,0.07
2015-02-01,0.18
2015-03-01,6.32
2015-04-01,10.65
2015-05-01,3.52
2015-06-01,1.39
2015-07-01,30.86
2015-08-01,43.92
2015-09-01,28.38
2015-10-01,23.72
2015-11-01,11.61
2015-12-01,1.99
2016-01-01,0.25
2016-02-01,0.18
2016-03-01,0.21
2016-04-01,10.60
2016-05-01,16.72
2016-06-01,43.79
2016-07-01,37.62
2016-08-01,32.17
2016-09-01,24.91
2016-10-01,15.01
2016-11-01,5.95
2016-12-01,1.66
2017-01-01,0.38
2017-02-01,0.51
2017-03-01,0.33
2017-04-01,0.25
2017-05-01,10.77
2017-06-01,39.96
2017-07-01,28.04
2017-08-01,23.24
2017-09-01,15.39
2017-10-01,5.83
2017-11-01,2.00
2017-12-01,0.16
2018-01-01,0.58
2018-02-01,0.28
2018-03-01,0.39
2018-04-01,0.16
2018-05-01,0.84
2018-06-01,21.64
2018-07-01,10.63
2018-08-01,6.19
2018-09-01,2.05
2018-10-01,13.87
2018-11-01,5.33
2018-12-01,0.64
2019-01-01,0.20
2019-02-01,0.20
2019-03-01,0.12
2019-04-01,0.94
2019-05-01,3.14
2019-06-01,22.03
2019-07-01,14.64
2019-08-01,7.04
2019-09-01,3.67
2019-10-01,0.38
2019-11-01,0.18
2019-12-01,0.09
2020-01-01,0.32
2020-02-01,0.18
2020-03-01,0.09
2020-04-01,0.69
2020-05-01,0.23
2020-06-01,18.41
2020-07-01,20.47
2020-08-01,6.10
2020-09-01,2.19
2020-10-01,4.04
2020-11-01,0.58
2020-12-01,0.15
2021-01-01,0.65
2021-02-01,0.72
2021-03-01,1.68
2021-04-01,0.52
2021-05-01,3.90
2021-06-01,17.20
2021-07-01,7.98
2021-08-01,2.67
2021-09-01,2.80
2021-10-01,0.13
2021-11-01,0.10
2021-12-01,0.11
2022-01-01,0.55
2022-02-01,0.30
2022-03-01,0.11
2022-04-01,0.05
2022-05-01,0.47
2022-06-01,26.46
2022-07-01,35.06
2022-08-01,30.44
2022-09-01,18.16
2022-10-01,10.15
2022-11-01,1.79
2022-12-01,0.43
2023-01-01,0.70
2023-02-01,0.48
2023-03-01,0.14
2023-04-01,0.72
2023-05-01,1.07
2023-06-01,4.32
2023-07-01,7.37
2023-08-01,2.48
2023-09-01,2.34
2023-10-01,0.27
2023-11-01,0.42
2023-12-01,0.09
