Year,SCA
2000-02-01,0.04
2000-03-01,0.74
2000-04-01,1.58
2000-05-01,8.17
2000-06-01,20.36
2000-07-01,24.79
2000-08-01,11.82
2000-09-01,5.60
2000-10-01,2.64
2000-11-01,1.73
2000-12-01,0.35
2001-01-01,0.61
2001-02-01,0.91
2001-03-01,1.50
2001-04-01,2.66
2001-05-01,7.12
2001-06-01,13.15
2001-07-01,20.68
2001-08-01,15.52
2001-09-01,7.37
2001-10-01,2.19
2001-11-01,0.59
2001-12-01,1.15
2002-01-01,0.88
2002-02-01,0.93
2002-03-01,1.41
2002-04-01,2.95
2002-05-01,10.59
2002-06-01,29.73
2002-07-01,29.45
2002-08-01,18.68
2002-09-01,6.80
2002-10-01,5.11
2002-11-01,3.20
2002-12-01,1.52
2003-01-01,1.42
2003-02-01,0.85
2003-03-01,1.27
2003-04-01,3.33
2003-05-01,9.80
2003-06-01,32.24
2003-07-01,31.95
2003-08-01,18.89
2003-09-01,8.43
2003-10-01,6.86
2003-11-01,2.34
2003-12-01,1.29
2004-01-01,1.31
2004-02-01,1.35
2004-03-01,1.54
2004-04-01,8.55
2004-05-01,9.33
2004-06-01,29.36
2004-07-01,31.80
2004-08-01,18.69
2004-09-01,16.74
2004-10-01,3.40
2004-11-01,1.80
2004-12-01,1.18
2005-01-01,1.04
2005-02-01,1.29
2005-03-01,2.41
2005-04-01,5.22
2005-05-01,23.87
2005-06-01,39.36
2005-07-01,55.29
2005-08-01,49.60
2005-09-01,35.22
2005-10-01,15.16
2005-11-01,2.43
2005-12-01,1.90
2006-01-01,1.45
2006-02-01,1.52
2006-03-01,2.08
2006-04-01,3.83
2006-05-01,9.32
2006-06-01,32.59
2006-07-01,53.05
2006-08-01,50.04
2006-09-01,32.70
2006-10-01,13.55
2006-11-01,2.73
2006-12-01,1.45
2007-01-01,1.15
2007-02-01,1.62
2007-03-01,1.49
2007-04-01,4.30
2007-05-01,19.24
2007-06-01,58.00
2007-07-01,57.69
2007-08-01,49.55
2007-09-01,32.36
2007-10-01,20.22
2007-11-01,2.96
2007-12-01,1.81
2008-01-01,1.49
2008-02-01,1.28
2008-03-01,1.25
2008-04-01,7.36
2008-05-01,23.09
2008-06-01,39.64
2008-07-01,40.86
2008-08-01,45.18
2008-09-01,31.36
2008-10-01,11.67
2008-11-01,2.37
2008-12-01,1.55
2009-01-01,1.04
2009-02-01,0.95
2009-03-01,1.60
2009-04-01,2.55
2009-05-01,23.10
2009-06-01,33.31
2009-07-01,41.47
2009-08-01,29.62
2009-09-01,22.12
2009-10-01,14.21
2009-11-01,3.42
2009-12-01,1.51
2010-01-01,1.49
2010-02-01,1.50
2010-03-01,1.52
2010-04-01,4.21
2010-05-01,20.19
2010-06-01,31.18
2010-07-01,58.29
2010-08-01,47.13
2010-09-01,28.29
2010-10-01,16.95
2010-11-01,2.37
2010-12-01,1.92
2011-01-01,1.21
2011-02-01,1.31
2011-03-01,1.77
2011-04-01,4.97
2011-05-01,14.01
2011-06-01,35.66
2011-07-01,49.68
2011-08-01,41.01
2011-09-01,30.34
2011-10-01,15.63
2011-11-01,1.94
2011-12-01,1.54
2012-01-01,1.16
2012-02-01,0.80
2012-03-01,1.30
