Year,SCA
2000-02-01,0.09
2000-03-01,1.83
2000-04-01,2.12
2000-05-01,14.03
2000-06-01,38.64
2000-07-01,48.21
2000-08-01,38.01
2000-09-01,22.64
2000-10-01,19.79
2000-11-01,13.70
2000-12-01,5.34
2001-01-01,3.42
2001-02-01,2.23
2001-03-01,2.91
2001-04-01,4.60
2001-05-01,13.52
2001-06-01,20.13
2001-07-01,61.56
2001-08-01,48.44
2001-09-01,30.77
2001-10-01,17.47
2001-11-01,6.72
2001-12-01,4.77
2002-01-01,2.76
2002-02-01,2.13
2002-03-01,3.32
2002-04-01,10.14
2002-05-01,21.05
2002-06-01,55.14
2002-07-01,46.59
2002-08-01,41.34
2002-09-01,18.65
2002-10-01,22.37
2002-11-01,16.30
2002-12-01,7.45
2003-01-01,6.34
2003-02-01,3.78
2003-03-01,3.32
2003-04-01,8.66
2003-05-01,10.87
2003-06-01,45.50
2003-07-01,51.88
2003-08-01,45.18
2003-09-01,20.53
2003-10-01,23.59
2003-11-01,5.72
2003-12-01,6.02
2004-01-01,5.57
2004-02-01,3.53
2004-03-01,2.94
2004-04-01,15.66
2004-05-01,11.33
2004-06-01,34.16
2004-07-01,47.53
2004-08-01,37.83
2004-09-01,38.89
2004-10-01,6.68
2004-11-01,11.14
2004-12-01,6.14
2005-01-01,3.23
2005-02-01,3.10
2005-03-01,3.86
2005-04-01,7.19
2005-05-01,44.29
2005-06-01,61.44
2005-07-01,63.47
2005-08-01,64.91
2005-09-01,50.63
2005-10-01,36.70
2005-11-01,11.70
2005-12-01,7.69
2006-01-01,6.46
2006-02-01,4.46
2006-03-01,3.97
2006-04-01,5.89
2006-05-01,14.80
2006-06-01,51.47
2006-07-01,70.41
2006-08-01,61.65
2006-09-01,47.37
2006-10-01,32.89
2006-11-01,9.68
2006-12-01,4.11
2007-01-01,5.76
2007-02-01,4.20
2007-03-01,3.13
2007-04-01,10.80
2007-05-01,24.82
2007-06-01,56.23
2007-07-01,71.62
2007-08-01,62.82
2007-09-01,49.05
2007-10-01,42.77
2007-11-01,6.91
2007-12-01,8.66
2008-01-01,5.70
2008-02-01,3.53
2008-03-01,2.59
2008-04-01,11.83
2008-05-01,29.07
2008-06-01,53.48
2008-07-01,54.70
2008-08-01,65.44
2008-09-01,44.30
2008-10-01,22.33
2008-11-01,8.04
2008-12-01,3.66
2009-01-01,2.09
2009-02-01,1.90
2009-03-01,2.10
2009-04-01,3.99
2009-05-01,35.21
2009-06-01,42.67
2009-07-01,56.54
2009-08-01,46.15
2009-09-01,36.28
2009-10-01,28.23
2009-11-01,6.67
2009-12-01,5.42
2010-01-01,6.39
2010-02-01,4.11
2010-03-01,3.44
2010-04-01,8.82
2010-05-01,27.75
2010-06-01,43.84
2010-07-01,64.28
2010-08-01,60.35
2010-09-01,50.03
2010-10-01,32.15
2010-11-01,7.53
2010-12-01,6.77
2011-01-01,4.00
2011-02-01,3.05
2011-03-01,2.86
2011-04-01,7.27
2011-05-01,21.17
2011-06-01,44.85
2011-07-01,64.80
2011-08-01,58.80
2011-09-01,44.17
2011-10-01,32.62
2011-11-01,8.24
2011-12-01,6.91
2012-01-01,3.96
2012-02-01,1.94
2012-03-01,2.16
2012-04-01,4.36
2012-05-01,14.23
2012-06-01,48.38
2012-07-01,63.26
2012-08-01,50.64
2012-09-01,38.88
2012-10-01,28.44
2012-11-01,7.97
2012-12-01,3.38
2013-01-01,4.40
2013-02-01,2.67
2013-03-01,2.19
2013-04-01,3.47
2013-05-01,29.15
2013-06-01,46.97
2013-07-01,53.82
2013-08-01,56.12
2013-09-01,37.93
2013-10-01,24.55
2013-11-01,6.99
2013-12-01,4.71
2014-01-01,4.22
2014-02-01,2.37
2014-03-01,3.26
2014-04-01,11.77
2014-05-01,21.48
2014-06-01,62.72
2014-07-01,52.51
2014-08-01,38.39
2014-09-01,32.01
2014-10-01,16.70
2014-11-01,7.12
2014-12-01,4.77
2015-01-01,3.29
2015-02-01,2.44
2015-03-01,2.10
2015-04-01,3.94
2015-05-01,17.11
2015-06-01,56.92
2015-07-01,60.55
2015-08-01,51.19
2015-09-01,45.94
2015-10-01,33.30
2015-11-01,6.85
2015-12-01,5.39
2016-01-01,3.92
2016-02-01,2.58
2016-03-01,2.23
2016-04-01,6.62
2016-05-01,7.92
2016-06-01,24.74
2016-07-01,33.43
