Year,SCA
2000-02-01,0.01
2000-03-01,0.00
2000-04-01,1.42
2000-05-01,3.81
2000-06-01,4.40
2000-07-01,31.18
2000-08-01,21.96
2000-09-01,22.82
2000-10-01,13.78
2000-11-01,5.02
2000-12-01,0.10
2001-01-01,0.00
2001-02-01,0.01
2001-03-01,0.54
2001-04-01,0.93
2001-05-01,3.98
2001-06-01,4.91
2001-07-01,12.31
2001-08-01,24.21
2001-09-01,20.97
2001-10-01,13.56
2001-11-01,3.64
2001-12-01,0.05
2002-01-01,0.00
2002-02-01,0.00
2002-03-01,0.03
2002-04-01,1.21
2002-05-01,5.05
2002-06-01,30.00
2002-07-01,28.07
2002-08-01,29.13
2002-09-01,23.33
2002-10-01,18.72
2002-11-01,13.08
2002-12-01,3.29
2003-01-01,0.17
2003-02-01,0.03
2003-03-01,0.05
2003-04-01,0.02
2003-05-01,8.99
2003-06-01,20.28
2003-07-01,23.29
2003-08-01,16.99
2003-09-01,13.23
2003-10-01,5.97
2003-11-01,0.41
2003-12-01,0.04
2004-01-01,0.08
2004-02-01,0.12
2004-03-01,0.17
2004-04-01,3.72
2004-05-01,4.72
2004-06-01,5.07
2004-07-01,6.29
2004-08-01,19.27
2004-09-01,9.76
2004-10-01,2.24
2004-11-01,1.22
2004-12-01,0.04
2005-01-01,0.07
2005-02-01,0.02
2005-03-01,0.38
2005-04-01,1.55
2005-05-01,18.81
2005-06-01,20.48
2005-07-01,20.17
2005-08-01,18.86
2005-09-01,22.96
2005-10-01,15.63
2005-11-01,7.92
2005-12-01,0.63
2006-01-01,0.09
2006-02-01,0.05
2006-03-01,0.02
2006-04-01,0.04
2006-05-01,1.04
2006-06-01,13.33
2006-07-01,19.60
2006-08-01,19.97
2006-09-01,14.54
2006-10-01,6.83
2006-11-01,0.75
2006-12-01,0.03
2007-01-01,0.06
2007-02-01,0.05
2007-03-01,0.01
2007-04-01,0.01
2007-05-01,3.32
2007-06-01,19.57
2007-07-01,23.63
2007-08-01,23.50
2007-09-01,17.43
2007-10-01,10.34
2007-11-01,1.41
2007-12-01,0.04
2008-01-01,0.04
2008-02-01,0.08
2008-03-01,0.07
2008-04-01,0.04
2008-05-01,0.88
2008-06-01,24.47
2008-07-01,21.91
2008-08-01,28.38
2008-09-01,22.41
2008-10-01,15.13
2008-11-01,3.74
2008-12-01,0.10
2009-01-01,0.10
2009-02-01,0.07
2009-03-01,0.15
2009-04-01,0.02
2009-05-01,0.61
2009-06-01,3.84
2009-07-01,21.91
2009-08-01,22.25
2009-09-01,16.33
2009-10-01,7.99
2009-11-01,0.84
2009-12-01,0.01
2010-01-01,0.05
2010-02-01,0.00
2010-03-01,0.01
2010-04-01,0.22
2010-05-01,5.66
2010-06-01,18.01
2010-07-01,21.27
2010-08-01,14.78
2010-09-01,12.37
2010-10-01,3.72
2010-11-01,0.34
2010-12-01,0.01
2011-01-01,0.04
2011-02-01,0.08
2011-03-01,0.02
2011-04-01,0.04
2011-05-01,0.08
2011-06-01,23.46
2011-07-01,27.39
2011-08-01,25.10
2011-09-01,18.03
2011-10-01,7.27
2011-11-01,0.44
2011-12-01,0.06
2012-01-01,0.03
2012-02-01,0.06
2012-03-01,0.01
2012-04-01,1.94
2012-05-01,10.71
2012-06-01,16.35
2012-07-01,11.81
2012-08-01,15.15
2012-09-01,8.18
2012-10-01,1.78
2012-11-01,0.07
2012-12-01,0.01
2013-01-01,0.08
2013-02-01,0.05
2013-03-01,0.01
2013-04-01,0.01
2013-05-01,4.14
2013-06-01,21.36
2013-07-01,19.33
2013-08-01,16.94
2013-09-01,11.12
2013-10-01,7.29
2013-11-01,1.02
2013-12-01,0.02
2014-01-01,0.05
2014-02-01,0.01
2014-03-01,0.02
2014-04-01,0.01
2014-05-01,0.08
2014-06-01,18.62
2014-07-01,14.17
2014-08-01,7.33
2014-09-01,5.55
2014-10-01,0.70
2014-11-01,0.01
2014-12-01,0.01
2015-01-01,0.01
2015-02-01,0.05
2015-03-01,2.83
2015-04-01,1.95
2015-05-01,0.48
2015-06-01,0.25
2015-07-01,16.74
2015-08-01,29.55
2015-09-01,20.58
2015-10-01,19.33
2015-11-01,11.28
2015-12-01,1.12
2016-01-01,0.02
2016-02-01,0.02
2016-03-01,0.01
2016-04-01,3.70
2016-05-01,5.76
2016-06-01,26.40
2016-07-01,25.18
2016-08-01,21.29
2016-09-01,17.07
2016-10-01,10.06
2016-11-01,2.18
2016-12-01,0.19
2017-01-01,0.04
2017-02-01,0.13
2017-03-01,0.07
2017-04-01,0.04
2017-05-01,5.70
2017-06-01,28.50
2017-07-01,24.31
2017-08-01,21.92
2017-09-01,17.64
2017-10-01,9.37
2017-11-01,1.73
2017-12-01,0.05
2018-01-01,0.05
2018-02-01,0.05
2018-03-01,0.02
2018-04-01,0.02
2018-05-01,0.08
2018-06-01,20.22
2018-07-01,17.12
2018-08-01,12.17
2018-09-01,5.36
2018-10-01,7.65
2018-11-01,1.12
2018-12-01,0.05
2019-01-01,0.03
2019-02-01,0.04
2019-03-01,0.01
2019-04-01,0.27
2019-05-01,0.25
2019-06-01,14.29
2019-07-01,6.30
2019-08-01,1.29
2019-09-01,2.48
2019-10-01,0.01
2019-11-01,0.01
2019-12-01,0.01
2020-01-01,0.06
2020-02-01,0.01
2020-03-01,0.00
2020-04-01,0.08
2020-05-01,0.17
2020-06-01,11.28
2020-07-01,20.28
2020-08-01,10.84
2020-09-01,5.09
2020-10-01,1.25
2020-11-01,0.07
2020-12-01,0.01
2021-01-01,0.04
2021-02-01,0.08
2021-03-01,0.08
2021-04-01,0.01
2021-05-01,2.22
2021-06-01,4.01
2021-07-01,5.41
2021-08-01,2.44
2021-09-01,3.94
2021-10-01,0.04
2021-11-01,0.01
2021-12-01,0.02
2022-01-01,0.02
2022-02-01,0.03
2022-03-01,0.02
2022-04-01,0.05
2022-05-01,0.16
2022-06-01,19.37
2022-07-01,29.71
2022-08-01,25.04
2022-09-01,18.14
2022-10-01,11.44
2022-11-01,1.78
2022-12-01,0.10
2023-01-01,0.05
2023-02-01,0.07
2023-03-01,0.02
2023-04-01,0.07
2023-05-01,0.32
2023-06-01,1.70
2023-07-01,5.92
2023-08-01,2.95
2023-09-01,2.83
2023-10-01,0.05
2023-11-01,0.33
2023-12-01,0.01
