Year,SCA
2000-02-01,0.40
2000-03-01,0.40
2000-04-01,5.58
2000-05-01,12.92
2000-06-01,27.28
2000-07-01,20.86
2000-08-01,9.72
2000-09-01,1.76
2000-10-01,0.41
2000-11-01,0.31
2000-12-01,0.25
2001-01-01,2.48
2001-02-01,1.24
2001-03-01,8.31
2001-04-01,7.54
2001-05-01,9.35
2001-06-01,16.61
2001-07-01,6.56
2001-08-01,5.15
2001-09-01,6.03
2001-10-01,2.06
2001-11-01,1.14
2001-12-01,2.90
2002-01-01,0.98
2002-02-01,0.77
2002-03-01,0.60
2002-04-01,2.84
2002-05-01,51.36
2002-06-01,66.15
2002-07-01,92.50
2002-08-01,68.39
2002-09-01,44.50
2002-10-01,18.77
2002-11-01,7.10
2002-12-01,2.62
2003-01-01,1.32
2003-02-01,0.87
2003-03-01,0.95
2003-04-01,1.51
2003-05-01,30.90
2003-06-01,28.73
2003-07-01,25.65
2003-08-01,40.11
2003-09-01,11.86
2003-10-01,4.01
2003-11-01,1.67
2003-12-01,0.74
2004-01-01,1.15
2004-02-01,1.28
2004-03-01,0.91
2004-04-01,1.81
2004-05-01,1.78
2004-06-01,0.64
2004-07-01,14.69
2004-08-01,27.67
2004-09-01,12.94
2004-10-01,2.40
2004-11-01,2.40
2004-12-01,0.82
2005-01-01,1.39
2005-02-01,1.13
2005-03-01,1.84
2005-04-01,14.90
2005-05-01,57.20
2005-06-01,37.22
2005-07-01,20.26
2005-08-01,5.28
2005-09-01,21.88
2005-10-01,6.61
2005-11-01,1.46
2005-12-01,0.79
2006-01-01,1.22
2006-02-01,3.20
2006-03-01,0.78
2006-04-01,0.67
2006-05-01,21.92
2006-06-01,52.09
2006-07-01,7.53
2006-08-01,10.49
2006-09-01,59.61
2006-10-01,4.74
2006-11-01,1.21
2006-12-01,0.74
2007-01-01,1.53
2007-02-01,2.00
2007-03-01,0.55
2007-04-01,4.51
2007-05-01,29.08
2007-06-01,35.61
2007-07-01,65.02
2007-08-01,39.03
2007-09-01,33.78
2007-10-01,11.18
2007-11-01,3.42
2007-12-01,1.29
2008-01-01,2.04
2008-02-01,1.70
2008-03-01,1.09
2008-04-01,1.74
2008-05-01,4.18
2008-06-01,36.29
2008-07-01,18.69
2008-08-01,5.15
2008-09-01,3.70
2008-10-01,0.86
2008-11-01,0.68
2008-12-01,0.66
2009-01-01,1.93
2009-02-01,3.47
2009-03-01,3.11
2009-04-01,1.52
2009-05-01,2.26
2009-06-01,16.68
2009-07-01,39.98
2009-08-01,30.66
2009-09-01,4.78
2009-10-01,1.02
2009-11-01,0.74
2009-12-01,0.53
2010-01-01,1.66
2010-02-01,0.73
2010-03-01,0.79
2010-04-01,0.49
2010-05-01,49.68
2010-06-01,30.21
2010-07-01,9.53
2010-08-01,3.13
2010-09-01,0.82
2010-10-01,2.80
2010-11-01,0.72
2010-12-01,0.43
2011-01-01,0.47
2011-02-01,3.55
2011-03-01,4.24
2011-04-01,4.47
2011-05-01,6.50
2011-06-01,23.23
2011-07-01,77.86
2011-08-01,60.63
2011-09-01,12.22
2011-10-01,2.14
2011-11-01,0.87
2011-12-01,0.81
2012-01-01,2.45
2012-02-01,1.98
2012-03-01,1.35
2012-04-01,15.66
2012-05-01,12.68
2012-06-01,20.20
2012-07-01,5.46
2012-08-01,3.77
2012-09-01,1.10
2012-10-01,0.64
2012-11-01,0.49
2012-12-01,0.41
