Year,SCA
2000-02-01,3.54
2000-03-01,10.05
2000-04-01,12.79
2000-05-01,24.99
2000-06-01,43.80
2000-07-01,50.49
2000-08-01,29.22
2000-09-01,25.26
2000-10-01,15.79
2000-11-01,7.33
2000-12-01,3.57
2001-01-01,4.27
2001-02-01,5.99
2001-03-01,17.92
2001-04-01,16.67
2001-05-01,27.71
2001-06-01,42.85
2001-07-01,49.22
2001-08-01,35.62
2001-09-01,22.03
2001-10-01,15.69
2001-11-01,4.86
2001-12-01,10.65
2002-01-01,10.62
2002-02-01,11.11
2002-03-01,11.14
2002-04-01,16.62
2002-05-01,44.98
2002-06-01,59.53
2002-07-01,50.62
2002-08-01,35.03
2002-09-01,23.98
2002-10-01,17.06
2002-11-01,11.24
2002-12-01,8.47
2003-01-01,8.07
2003-02-01,12.38
2003-03-01,15.92
2003-04-01,21.93
2003-05-01,28.56
2003-06-01,59.85
2003-07-01,48.18
2003-08-01,36.98
2003-09-01,23.90
2003-10-01,20.03
2003-11-01,15.00
2003-12-01,10.23
2004-01-01,9.96
2004-02-01,12.18
2004-03-01,14.65
2004-04-01,20.82
2004-05-01,31.37
2004-06-01,47.19
2004-07-01,54.02
2004-08-01,38.04
2004-09-01,24.79
2004-10-01,17.02
2004-11-01,13.95
2004-12-01,10.16
2005-01-01,9.07
2005-02-01,12.57
2005-03-01,14.55
2005-04-01,21.81
2005-05-01,43.04
2005-06-01,71.37
2005-07-01,63.09
2005-08-01,44.78
2005-09-01,29.12
2005-10-01,21.20
2005-11-01,13.95
2005-12-01,11.10
2006-01-01,11.27
2006-02-01,12.72
2006-03-01,15.40
2006-04-01,24.84
2006-05-01,30.54
2006-06-01,51.48
2006-07-01,56.91
2006-08-01,41.17
2006-09-01,30.69
2006-10-01,19.83
2006-11-01,13.36
2006-12-01,8.81
2007-01-01,9.89
2007-02-01,11.98
2007-03-01,16.05
2007-04-01,26.16
2007-05-01,40.70
2007-06-01,47.83
2007-07-01,55.61
2007-08-01,43.62
2007-09-01,28.04
2007-10-01,18.22
2007-11-01,14.06
2007-12-01,7.15
2008-01-01,11.15
2008-02-01,9.18
2008-03-01,13.06
2008-04-01,29.01
2008-05-01,45.01
2008-06-01,56.59
2008-07-01,60.91
2008-08-01,53.45
2008-09-01,33.23
2008-10-01,19.99
2008-11-01,12.77
2008-12-01,10.90
2009-01-01,11.44
2009-02-01,8.37
2009-03-01,14.51
2009-04-01,18.66
2009-05-01,43.67
2009-06-01,54.41
2009-07-01,53.92
2009-08-01,41.92
2009-09-01,29.68
2009-10-01,23.11
2009-11-01,13.84
2009-12-01,9.25
2010-01-01,9.50
2010-02-01,14.04
2010-03-01,15.17
2010-04-01,22.17
2010-05-01,36.46
2010-06-01,49.09
2010-07-01,55.89
2010-08-01,43.63
2010-09-01,28.48
2010-10-01,18.29
2010-11-01,13.51
2010-12-01,7.96
2011-01-01,11.26
2011-02-01,12.96
2011-03-01,14.21
2011-04-01,27.07
2011-05-01,40.21
2011-06-01,52.57
2011-07-01,63.58
2011-08-01,56.61
2011-09-01,34.08
2011-10-01,21.98
2011-11-01,13.69
2011-12-01,11.26
2012-01-01,10.02
2012-02-01,12.66
2012-03-01,13.59
2012-04-01,26.75
2012-05-01,46.32
2012-06-01,62.11
2012-07-01,65.41
2012-08-01,45.46
2012-09-01,28.70
2012-10-01,24.16
2012-11-01,15.21
2012-12-01,11.96
2013-01-01,11.53
2013-02-01,12.56
2013-03-01,14.27
2013-04-01,20.34
2013-05-01,40.77
2013-06-01,58.11
2013-07-01,50.70
2013-08-01,43.30
2013-09-01,36.34
2013-10-01,16.94
2013-11-01,17.34
2013-12-01,11.33
2014-01-01,8.37
2014-02-01,12.45
2014-03-01,15.86
2014-04-01,20.72
2014-05-01,39.78
2014-06-01,51.24
2014-07-01,53.27
2014-08-01,41.88
2014-09-01,26.92
2014-10-01,20.00
2014-11-01,15.40
2014-12-01,11.08
2015-01-01,11.46
2015-02-01,12.24
2015-03-01,15.27
2015-04-01,21.65
2015-05-01,34.95
2015-06-01,52.86
2015-07-01,58.58
2015-08-01,50.11
2015-09-01,31.79
2015-10-01,21.04
2015-11-01,12.01
2015-12-01,12.27
2016-01-01,11.11
2016-02-01,12.23
2016-03-01,14.55
2016-04-01,22.54
2016-05-01,25.17
2016-06-01,36.02
2016-07-01,35.37
2016-08-01,34.58
2016-09-01,21.03
2016-10-01,16.78
2016-11-01,11.02
2016-12-01,10.18
2017-01-01,5.92
2017-02-01,12.06
2017-03-01,13.65
2017-04-01,17.73
2017-05-01,34.44
2017-06-01,56.19
2017-07-01,49.60
2017-08-01,38.51
2017-09-01,29.03
2017-10-01,21.37
2017-11-01,14.68
2017-12-01,10.94
2018-01-01,7.14
2018-02-01,10.32
2018-03-01,18.98
2018-04-01,23.67
2018-05-01,35.77
2018-06-01,56.21
2018-07-01,54.68
2018-08-01,44.38
2018-09-01,33.29
2018-10-01,21.98
2018-11-01,13.65
2018-12-01,10.26
2019-01-01,10.54
2019-02-01,12.12
2019-03-01,13.96
2019-04-01,20.05
2019-05-01,37.70
2019-06-01,50.06
2019-07-01,49.29
2019-08-01,41.85
2019-09-01,31.56
2019-10-01,20.27
2019-11-01,14.64
2019-12-01,10.71
2020-01-01,7.93
2020-02-01,11.49
2020-03-01,13.60
2020-04-01,20.04
2020-05-01,32.07
2020-06-01,64.46
2020-07-01,72.66
2020-08-01,50.72
2020-09-01,30.42
2020-10-01,21.68
2020-11-01,10.98
2020-12-01,10.44
2021-01-01,11.41
2021-02-01,12.01
2021-03-01,14.63
2021-04-01,18.32
2021-05-01,33.34
2021-06-01,52.28
