Year,SCA
2000-02-01,13.02
2000-03-01,2.89
2000-04-01,7.73
2000-05-01,20.92
2000-06-01,26.46
2000-07-01,39.49
2000-08-01,34.86
2000-09-01,34.94
2000-10-01,29.56
2000-11-01,23.42
2000-12-01,14.74
2001-01-01,6.38
2001-02-01,2.74
2001-03-01,4.46
2001-04-01,12.11
2001-05-01,26.39
2001-06-01,25.84
2001-07-01,34.84
2001-08-01,35.59
2001-09-01,32.95
2001-10-01,28.19
2001-11-01,21.26
2001-12-01,12.90
2002-01-01,5.80
2002-02-01,3.30
2002-03-01,4.19
2002-04-01,11.98
2002-05-01,15.32
2002-06-01,41.61
2002-07-01,39.98
2002-08-01,37.85
2002-09-01,34.66
2002-10-01,30.40
2002-11-01,25.83
2002-12-01,18.72
2003-01-01,12.72
2003-02-01,6.48
2003-03-01,4.76
2003-04-01,4.03
2003-05-01,12.60
2003-06-01,33.62
2003-07-01,36.64
2003-08-01,31.35
2003-09-01,27.99
2003-10-01,21.61
2003-11-01,16.03
2003-12-01,7.41
2004-01-01,3.79
2004-02-01,3.17
2004-03-01,2.70
2004-04-01,13.93
2004-05-01,20.72
2004-06-01,25.93
2004-07-01,32.77
2004-08-01,35.29
2004-09-01,26.88
2004-10-01,19.34
2004-11-01,19.11
2004-12-01,8.49
2005-01-01,4.19
2005-02-01,2.94
2005-03-01,7.08
2005-04-01,11.14
2005-05-01,30.99
2005-06-01,34.89
2005-07-01,35.91
2005-08-01,37.13
2005-09-01,35.46
2005-10-01,30.75
2005-11-01,25.77
2005-12-01,19.35
2006-01-01,10.69
2006-02-01,5.74
2006-03-01,4.06
2006-04-01,5.82
2006-05-01,6.46
2006-06-01,32.35
2006-07-01,36.42
2006-08-01,36.00
2006-09-01,31.45
2006-10-01,28.71
2006-11-01,21.09
2006-12-01,12.84
2007-01-01,5.79
2007-02-01,5.18
2007-03-01,5.02
2007-04-01,8.13
2007-05-01,15.49
2007-06-01,37.73
2007-07-01,39.67
2007-08-01,38.25
2007-09-01,30.66
2007-10-01,22.85
2007-11-01,13.40
2007-12-01,5.90
2008-01-01,3.00
2008-02-01,3.42
2008-03-01,5.85
2008-04-01,5.02
2008-05-01,26.25
2008-06-01,35.55
2008-07-01,34.20
2008-08-01,37.60
2008-09-01,32.94
2008-10-01,27.11
2008-11-01,19.53
2008-12-01,9.39
2009-01-01,4.06
2009-02-01,2.91
2009-03-01,3.05
2009-04-01,2.42
2009-05-01,12.88
2009-06-01,25.14
2009-07-01,39.25
2009-08-01,36.46
2009-09-01,34.61
2009-10-01,29.32
2009-11-01,22.17
2009-12-01,14.26
2010-01-01,6.12
2010-02-01,2.91
2010-03-01,2.36
2010-04-01,2.26
2010-05-01,15.52
2010-06-01,32.33
2010-07-01,39.63
2010-08-01,34.54
2010-09-01,26.20
2010-10-01,17.02
2010-11-01,13.26
2010-12-01,4.85
2011-01-01,3.00
2011-02-01,3.43
2011-03-01,2.45
2011-04-01,7.31
2011-05-01,6.87
2011-06-01,22.43
2011-07-01,38.97
2011-08-01,37.59
2011-09-01,29.79
2011-10-01,21.32
2011-11-01,12.65
2011-12-01,3.99
2012-01-01,2.53
2012-02-01,1.97
2012-03-01,1.84
2012-04-01,10.36
2012-05-01,20.95
2012-06-01,32.28
2012-07-01,31.88
2012-08-01,32.56
2012-09-01,26.37
2012-10-01,24.17
2012-11-01,15.92
2012-12-01,9.29
2013-01-01,3.50
2013-02-01,2.81
2013-03-01,1.99
2013-04-01,3.84
2013-05-01,19.81
2013-06-01,33.96
2013-07-01,35.15
2013-08-01,34.05
2013-09-01,27.79
2013-10-01,22.36
2013-11-01,14.64
2013-12-01,5.57
2014-01-01,2.31
2014-02-01,2.88
2014-03-01,3.56
2014-04-01,4.34
2014-05-01,26.29
2014-06-01,38.07
2014-07-01,33.28
2014-08-01,30.87
2014-09-01,28.79
2014-10-01,20.92
2014-11-01,11.36
2014-12-01,5.71
2015-01-01,2.30
2015-02-01,2.83
2015-03-01,3.40
2015-04-01,3.39
2015-05-01,4.31
2015-06-01,8.28
2015-07-01,32.30
2015-08-01,36.79
2015-09-01,32.84
2015-10-01,30.18
2015-11-01,23.75
2015-12-01,15.40
2016-01-01,7.27
2016-02-01,3.61
2016-03-01,2.61
2016-04-01,11.06
2016-05-01,26.16
2016-06-01,36.05
2016-07-01,36.05
2016-08-01,31.03
2016-09-01,25.13
2016-10-01,21.96
2016-11-01,15.05
2016-12-01,9.50
2017-01-01,3.72
2017-02-01,2.92
2017-03-01,3.35
2017-04-01,7.77
2017-05-01,27.38
2017-06-01,35.07
2017-07-01,33.78
2017-08-01,33.58
2017-09-01,27.02
2017-10-01,21.69
2017-11-01,12.15
2017-12-01,4.30
2018-01-01,2.93
2018-02-01,2.05
2018-03-01,2.01
2018-04-01,2.31
2018-05-01,7.67
2018-06-01,33.66
2018-07-01,33.63
2018-08-01,30.25
2018-09-01,24.47
2018-10-01,24.15
2018-11-01,16.07
2018-12-01,8.79
2019-01-01,3.53
2019-02-01,2.18
2019-03-01,1.98
2019-04-01,2.76
2019-05-01,4.21
2019-06-01,26.76
