Year,SCA
2000-02-01,0.33
2000-03-01,0.00
2000-04-01,2.89
2000-05-01,7.01
2000-06-01,17.63
2000-07-01,34.89
2000-08-01,25.63
2000-09-01,27.98
2000-10-01,19.89
2000-11-01,10.75
2000-12-01,1.44
2001-01-01,0.01
2001-02-01,0.02
2001-03-01,0.71
2001-04-01,2.56
2001-05-01,9.65
2001-06-01,8.09
2001-07-01,23.44
2001-08-01,28.84
2001-09-01,24.79
2001-10-01,18.60
2001-11-01,8.85
2001-12-01,0.94
2002-01-01,0.10
2002-02-01,0.06
2002-03-01,0.42
2002-04-01,1.76
2002-05-01,5.97
2002-06-01,35.71
2002-07-01,33.82
2002-08-01,33.12
2002-09-01,26.60
2002-10-01,22.01
2002-11-01,17.18
2002-12-01,7.18
2003-01-01,1.05
2003-02-01,0.05
2003-03-01,0.08
2003-04-01,0.27
2003-05-01,10.31
2003-06-01,24.79
2003-07-01,27.05
2003-08-01,22.13
2003-09-01,18.41
2003-10-01,11.84
2003-11-01,3.84
2003-12-01,0.19
2004-01-01,0.10
2004-02-01,0.16
2004-03-01,0.22
2004-04-01,5.52
2004-05-01,9.65
2004-06-01,14.66
2004-07-01,18.43
2004-08-01,27.47
2004-09-01,13.91
2004-10-01,4.28
2004-11-01,3.92
2004-12-01,0.09
2005-01-01,0.22
2005-02-01,0.05
2005-03-01,1.68
2005-04-01,2.15
2005-05-01,20.74
2005-06-01,22.57
2005-07-01,24.61
2005-08-01,24.05
2005-09-01,26.82
2005-10-01,20.32
2005-11-01,14.16
2005-12-01,4.24
2006-01-01,0.27
2006-02-01,0.10
2006-03-01,0.05
2006-04-01,0.19
2006-05-01,2.07
2006-06-01,20.56
2006-07-01,28.09
2006-08-01,24.66
2006-09-01,20.24
2006-10-01,16.19
2006-11-01,6.97
2006-12-01,0.57
2007-01-01,0.14
2007-02-01,0.17
2007-03-01,0.11
2007-04-01,0.32
2007-05-01,4.02
2007-06-01,25.15
2007-07-01,27.84
2007-08-01,27.92
2007-09-01,21.10
2007-10-01,13.97
2007-11-01,3.73
2007-12-01,0.24
2008-01-01,0.09
2008-02-01,0.23
2008-03-01,0.22
2008-04-01,0.17
2008-05-01,6.75
2008-06-01,27.15
2008-07-01,26.24
2008-08-01,29.35
2008-09-01,25.03
2008-10-01,19.10
2008-11-01,8.46
2008-12-01,0.66
2009-01-01,0.14
2009-02-01,0.11
2009-03-01,0.16
2009-04-01,0.07
2009-05-01,0.84
2009-06-01,10.44
2009-07-01,31.76
2009-08-01,29.57
2009-09-01,23.54
2009-10-01,17.14
2009-11-01,6.68
2009-12-01,0.55
2010-01-01,0.07
2010-02-01,0.01
2010-03-01,0.03
2010-04-01,0.11
2010-05-01,6.58
2010-06-01,24.62
2010-07-01,27.86
2010-08-01,20.79
2010-09-01,15.61
2010-10-01,7.09
2010-11-01,2.43
2010-12-01,0.06
2011-01-01,0.07
2011-02-01,0.15
2011-03-01,0.10
2011-04-01,0.08
2011-05-01,0.44
2011-06-01,26.96
2011-07-01,34.14
2011-08-01,29.60
2011-09-01,22.40
2011-10-01,12.56
2011-11-01,2.45
2011-12-01,0.16
2012-01-01,0.08
2012-02-01,0.11
2012-03-01,0.04
2012-04-01,2.07
2012-05-01,12.82
2012-06-01,21.05
2012-07-01,18.20
2012-08-01,21.28
2012-09-01,14.13
2012-10-01,6.67
2012-11-01,0.67
2012-12-01,0.05
2013-01-01,0.17
2013-02-01,0.08
2013-03-01,0.04
2013-04-01,0.03
2013-05-01,10.50
