Year,SCA
2000-02-01,0.88
2000-03-01,1.00
2000-04-01,0.47
2000-05-01,2.38
2000-06-01,9.47
2000-07-01,12.75
2000-08-01,9.61
2000-09-01,8.62
2000-10-01,5.76
2000-11-01,4.35
2000-12-01,2.81
2001-01-01,1.92
2001-02-01,1.14
2001-03-01,0.77
2001-04-01,1.41
2001-05-01,2.02
2001-06-01,1.19
2001-07-01,11.37
2001-08-01,9.15
2001-09-01,7.32
2001-10-01,4.24
2001-11-01,2.84
2001-12-01,2.07
2002-01-01,1.03
2002-02-01,0.56
2002-03-01,0.70
2002-04-01,0.97
2002-05-01,6.27
2002-06-01,18.26
2002-07-01,16.60
2002-08-01,11.23
2002-09-01,8.58
2002-10-01,7.24
2002-11-01,5.44
2002-12-01,3.81
2003-01-01,2.33
2003-02-01,1.56
2003-03-01,1.08
2003-04-01,1.42
2003-05-01,2.54
2003-06-01,6.82
2003-07-01,14.63
2003-08-01,11.09
2003-09-01,6.72
2003-10-01,4.42
2003-11-01,2.85
2003-12-01,2.37
2004-01-01,1.43
2004-02-01,0.92
2004-03-01,0.74
2004-04-01,1.89
2004-05-01,1.53
2004-06-01,11.53
2004-07-01,16.67
2004-08-01,9.53
2004-09-01,10.28
2004-10-01,4.76
2004-11-01,3.22
2004-12-01,2.27
2005-01-01,1.49
2005-02-01,0.88
2005-03-01,0.77
2005-04-01,1.43
2005-05-01,7.62
2005-06-01,27.71
2005-07-01,16.78
2005-08-01,22.04
2005-09-01,12.79
2005-10-01,8.39
2005-11-01,3.81
2005-12-01,3.41
2006-01-01,2.05
2006-02-01,1.37
2006-03-01,1.11
2006-04-01,1.24
2006-05-01,2.11
2006-06-01,9.06
2006-07-01,21.85
2006-08-01,18.76
2006-09-01,12.69
2006-10-01,7.22
2006-11-01,4.21
2006-12-01,2.77
2007-01-01,1.67
2007-02-01,1.23
2007-03-01,0.88
2007-04-01,1.93
2007-05-01,3.28
2007-06-01,27.31
2007-07-01,34.71
2007-08-01,32.81
2007-09-01,19.41
2007-10-01,10.67
2007-11-01,4.14
2007-12-01,3.21
2008-01-01,1.42
2008-02-01,0.60
2008-03-01,0.53
2008-04-01,1.83
