Year,SCA
2000-02-01,0.10
2000-03-01,0.55
2000-04-01,4.36
2000-05-01,9.42
2000-06-01,36.38
2000-07-01,32.65
2000-08-01,6.99
2000-09-01,3.94
2000-10-01,1.43
2000-11-01,0.67
2000-12-01,0.13
2001-01-01,0.22
2001-02-01,0.39
2001-03-01,2.00
2001-04-01,3.52
2001-05-01,10.00
2001-06-01,25.25
2001-07-01,33.64
2001-08-01,13.03
2001-09-01,4.46
2001-10-01,1.79
2001-11-01,0.40
2001-12-01,0.12
2002-01-01,0.21
2002-02-01,0.42
2002-03-01,1.60
2002-04-01,3.36
2002-05-01,26.19
2002-06-01,42.18
2002-07-01,35.12
2002-08-01,19.96
2002-09-01,9.88
2002-10-01,4.99
2002-11-01,1.17
2002-12-01,0.79
2003-01-01,1.22
2003-02-01,0.84
2003-03-01,2.27
2003-04-01,4.92
2003-05-01,19.82
2003-06-01,46.83
2003-07-01,32.07
2003-08-01,19.10
2003-09-01,9.62
2003-10-01,5.48
2003-11-01,1.91
2003-12-01,1.25
2004-01-01,1.08
2004-02-01,0.47
2004-03-01,2.40
2004-04-01,7.96
2004-05-01,19.48
2004-06-01,31.93
2004-07-01,44.71
2004-08-01,21.32
2004-09-01,8.91
2004-10-01,3.22
2004-11-01,1.10
2004-12-01,0.85
2005-01-01,0.92
2005-02-01,0.64
2005-03-01,2.68
2005-04-01,9.06
2005-05-01,30.04
2005-06-01,56.24
2005-07-01,44.56
2005-08-01,23.05
2005-09-01,7.72
2005-10-01,3.63
2005-11-01,0.94
2005-12-01,0.73
2006-01-01,0.67
2006-02-01,1.15
2006-03-01,3.67
2006-04-01,10.65
2006-05-01,20.33
2006-06-01,39.16
2006-07-01,39.93
2006-08-01,20.19
2006-09-01,7.42
2006-10-01,3.39
2006-11-01,1.69
2006-12-01,0.98
2007-01-01,0.88
2007-02-01,1.48
2007-03-01,2.38
2007-04-01,12.98
2007-05-01,30.74
2007-06-01,37.67
2007-07-01,47.26
2007-08-01,23.44
2007-09-01,9.85
2007-10-01,4.68
2007-11-01,2.22
2007-12-01,1.00
2008-01-01,0.66
2008-02-01,0.85
2008-03-01,2.24
2008-04-01,13.78
2008-05-01,30.63
2008-06-01,43.61
2008-07-01,47.44
2008-08-01,46.26
2008-09-01,10.99
2008-10-01,3.47
2008-11-01,1.19
2008-12-01,0.64
2009-01-01,1.07
2009-02-01,1.14
2009-03-01,3.35
2009-04-01,7.50
2009-05-01,32.81
2009-06-01,40.50
2009-07-01,47.71
2009-08-01,23.24
2009-09-01,9.91
2009-10-01,4.53
2009-11-01,2.42
2009-12-01,1.69
2010-01-01,1.39
2010-02-01,1.27
2010-03-01,2.42
2010-04-01,7.89
2010-05-01,22.97
2010-06-01,39.99
2010-07-01,50.33
2010-08-01,30.21
2010-09-01,9.45
2010-10-01,4.92
2010-11-01,1.65
2010-12-01,1.99
2011-01-01,0.83
2011-02-01,0.95
2011-03-01,3.25
2011-04-01,15.29
2011-05-01,30.47
2011-06-01,42.43
2011-07-01,52.40
2011-08-01,38.55
2011-09-01,10.01
2011-10-01,3.81
2011-11-01,2.01
2011-12-01,0.71
2012-01-01,0.80
2012-02-01,1.31
2012-03-01,2.61
2012-04-01,13.56
2012-05-01,32.51
2012-06-01,48.72
2012-07-01,43.65
2012-08-01,24.48
2012-09-01,7.70
2012-10-01,5.75
2012-11-01,2.31
2012-12-01,0.60
2013-01-01,0.78
2013-02-01,1.06
2013-03-01,1.69
2013-04-01,6.44
2013-05-01,26.06
2013-06-01,43.90
2013-07-01,39.41
2013-08-01,18.57
2013-09-01,10.07
2013-10-01,3.40
2013-11-01,2.23
2013-12-01,0.77
2014-01-01,1.10
2014-02-01,1.16
2014-03-01,3.73
2014-04-01,8.15
2014-05-01,30.16
2014-06-01,39.54
2014-07-01,41.99
2014-08-01,39.73
2014-09-01,7.41
2014-10-01,3.24
2014-11-01,2.07
2014-12-01,0.71
2015-01-01,0.67
2015-02-01,0.93
2015-03-01,2.42
2015-04-01,6.01
2015-05-01,26.54
2015-06-01,42.29
2015-07-01,51.57
2015-08-01,42.25
2015-09-01,8.09
2015-10-01,3.67
2015-11-01,2.35
2015-12-01,1.41
2016-01-01,0.69
2016-02-01,0.86
2016-03-01,2.84
2016-04-01,10.19
2016-05-01,14.78
2016-06-01,25.10
2016-07-01,28.96
2016-08-01,21.51
2016-09-01,5.34
2016-10-01,1.75
2016-11-01,0.71
2016-12-01,0.65
2017-01-01,0.82
2017-02-01,0.88
2017-03-01,1.62
2017-04-01,5.49
2017-05-01,20.00
2017-06-01,45.81
2017-07-01,35.31
2017-08-01,19.78
2017-09-01,9.91
2017-10-01,3.47
2017-11-01,1.19
2017-12-01,0.83
2018-01-01,0.95
2018-02-01,1.10
2018-03-01,4.04
2018-04-01,11.09
2018-05-01,27.85
2018-06-01,45.45
2018-07-01,46.79
2018-08-01,26.34
2018-09-01,11.67
2018-10-01,3.33
2018-11-01,1.36
2018-12-01,0.92
2019-01-01,1.21
2019-02-01,0.79
2019-03-01,2.23
2019-04-01,8.31
2019-05-01,24.27
2019-06-01,39.63
2019-07-01,33.48
2019-08-01,22.53
2019-09-01,10.26
2019-10-01,4.35
2019-11-01,1.43
2019-12-01,0.79
2020-01-01,1.05
2020-02-01,0.78
2020-03-01,2.11
2020-04-01,7.20
2020-05-01,15.85
2020-06-01,57.53
2020-07-01,57.97
2020-08-01,36.68
2020-09-01,8.42
2020-10-01,3.49
2020-11-01,1.21
2020-12-01,0.78
2021-01-01,1.05
2021-02-01,0.69
2021-03-01,1.76
2021-04-01,4.73
2021-05-01,17.89
2021-06-01,39.81
2021-07-01,42.99
2021-08-01,17.92
2021-09-01,8.10
2021-10-01,2.99
2021-11-01,1.41
2021-12-01,0.82
2022-01-01,0.65
2022-02-01,0.83
2022-03-01,2.48
2022-04-01,10.66
2022-05-01,23.42
2022-06-01,36.73
2022-07-01,51.77
2022-08-01,23.29
2022-09-01,11.13
2022-10-01,4.63
2022-11-01,1.44
2022-12-01,1.03
2023-01-01,0.53
2023-02-01,2.26
2023-03-01,6.67
2023-04-01,14.33
2023-05-01,28.97
2023-06-01,36.48
2023-07-01,56.96
2023-08-01,25.21
2023-09-01,13.18
2023-10-01,4.63
2023-11-01,3.38
2023-12-01,1.26
