Year,SCA
2000-02-01,8.41
2000-03-01,2.18
2000-04-01,5.19
2000-05-01,10.93
2000-06-01,20.06
2000-07-01,27.99
2000-08-01,24.36
2000-09-01,25.32
2000-10-01,22.36
2000-11-01,18.59
2000-12-01,13.69
2001-01-01,8.32
2001-02-01,4.61
2001-03-01,4.16
2001-04-01,7.87
2001-05-01,19.15
2001-06-01,25.25
2001-07-01,25.07
2001-08-01,25.18
2001-09-01,23.39
2001-10-01,20.61
2001-11-01,16.41
2001-12-01,11.50
2002-01-01,6.18
2002-02-01,3.61
2002-03-01,3.82
2002-04-01,8.64
2002-05-01,14.56
2002-06-01,30.46
2002-07-01,28.75
2002-08-01,27.59
2002-09-01,25.23
2002-10-01,22.17
2002-11-01,19.38
2002-12-01,15.31
2003-01-01,11.80
2003-02-01,7.92
2003-03-01,5.88
2003-04-01,4.92
2003-05-01,9.98
2003-06-01,23.83
2003-07-01,26.58
2003-08-01,22.78
2003-09-01,21.54
2003-10-01,17.07
2003-11-01,14.08
2003-12-01,8.25
2004-01-01,4.79
2004-02-01,3.40
2004-03-01,3.82
2004-04-01,13.30
2004-05-01,15.70
2004-06-01,19.91
2004-07-01,24.66
2004-08-01,26.77
2004-09-01,21.14
2004-10-01,16.47
2004-11-01,14.85
2004-12-01,8.93
2005-01-01,5.34
2005-02-01,3.31
2005-03-01,4.07
2005-04-01,6.60
2005-05-01,22.91
2005-06-01,25.81
2005-07-01,25.77
2005-08-01,28.08
2005-09-01,25.06
2005-10-01,22.00
2005-11-01,19.32
2005-12-01,15.82
2006-01-01,10.88
2006-02-01,7.55
2006-03-01,5.80
2006-04-01,8.14
2006-05-01,8.28
2006-06-01,24.31
2006-07-01,27.53
2006-08-01,27.81
2006-09-01,23.63
2006-10-01,20.92
2006-11-01,16.80
2006-12-01,12.50
2007-01-01,7.65
2007-02-01,5.98
2007-03-01,5.09
2007-04-01,5.73
2007-05-01,9.82
2007-06-01,29.19
2007-07-01,30.71
2007-08-01,30.59
2007-09-01,23.25
2007-10-01,18.06
2007-11-01,11.56
2007-12-01,6.04
2008-01-01,3.12
2008-02-01,2.55
2008-03-01,3.50
2008-04-01,7.26
2008-05-01,16.55
2008-06-01,26.08
2008-07-01,25.04
2008-08-01,27.28
2008-09-01,24.01
2008-10-01,19.81
2008-11-01,14.97
2008-12-01,8.70
2009-01-01,3.97
2009-02-01,2.62
2009-03-01,2.47
2009-04-01,2.49
2009-05-01,10.12
2009-06-01,19.66
2009-07-01,27.84
2009-08-01,26.00
2009-09-01,24.03
2009-10-01,21.10
2009-11-01,17.07
2009-12-01,12.35
2010-01-01,7.17
2010-02-01,3.61
2010-03-01,2.50
2010-04-01,2.79
2010-05-01,15.14
2010-06-01,22.84
2010-07-01,30.60
2010-08-01,26.64
2010-09-01,20.50
2010-10-01,15.04
2010-11-01,10.54
2010-12-01,5.14
2011-01-01,2.26
2011-02-01,2.02
2011-03-01,3.15
2011-04-01,10.64
2011-05-01,11.02
2011-06-01,21.62
2011-07-01,29.57
2011-08-01,29.48
2011-09-01,23.29
2011-10-01,17.06
2011-11-01,11.62
2011-12-01,4.58
2012-01-01,1.96
2012-02-01,1.83
2012-03-01,1.75
2012-04-01,4.25
2012-05-01,13.47
2012-06-01,22.28
2012-07-01,24.03
2012-08-01,23.68
2012-09-01,19.82
2012-10-01,18.73
2012-11-01,13.96
2012-12-01,11.53
2013-01-01,5.32
2013-02-01,2.46
2013-03-01,2.08
2013-04-01,2.32
2013-05-01,15.73
2013-06-01,24.29
