Year,SCA
2000-02-01,0.93
2000-03-01,3.36
2000-04-01,2.92
2000-05-01,11.50
2000-06-01,34.30
2000-07-01,43.39
2000-08-01,28.40
2000-09-01,25.05
2000-10-01,12.21
2000-11-01,8.78
2000-12-01,5.98
2001-01-01,5.74
2001-02-01,4.79
2001-03-01,3.73
2001-04-01,5.52
2001-05-01,9.10
2001-06-01,22.37
2001-07-01,48.49
2001-08-01,36.28
2001-09-01,27.09
2001-10-01,13.31
2001-11-01,5.75
2001-12-01,6.61
2002-01-01,5.03
2002-02-01,4.00
2002-03-01,2.78
2002-04-01,6.99
2002-05-01,11.31
2002-06-01,48.06
2002-07-01,41.39
2002-08-01,30.95
2002-09-01,14.98
2002-10-01,16.63
2002-11-01,12.87
2002-12-01,9.52
2003-01-01,8.14
2003-02-01,6.08
2003-03-01,5.04
2003-04-01,8.22
2003-05-01,8.94
2003-06-01,29.52
2003-07-01,40.04
2003-08-01,34.34
2003-09-01,19.15
2003-10-01,19.86
2003-11-01,8.41
2003-12-01,7.63
2004-01-01,7.45
2004-02-01,5.39
2004-03-01,3.92
2004-04-01,10.92
2004-05-01,8.98
2004-06-01,26.89
2004-07-01,43.78
2004-08-01,30.03
2004-09-01,29.97
2004-10-01,6.45
2004-11-01,9.16
2004-12-01,7.31
2005-01-01,5.28
2005-02-01,4.96
2005-03-01,3.83
2005-04-01,6.77
2005-05-01,26.72
2005-06-01,48.88
2005-07-01,50.80
2005-08-01,52.65
2005-09-01,44.50
2005-10-01,25.18
2005-11-01,8.58
2005-12-01,10.12
2006-01-01,8.34
2006-02-01,6.23
2006-03-01,4.93
2006-04-01,5.54
2006-05-01,12.99
2006-06-01,34.78
2006-07-01,58.18
2006-08-01,52.66
2006-09-01,39.18
2006-10-01,27.79
2006-11-01,8.28
2006-12-01,5.47
2007-01-01,7.60
2007-02-01,6.23
2007-03-01,4.39
2007-04-01,10.02
2007-05-01,20.24
2007-06-01,41.69
2007-07-01,61.75
2007-08-01,58.42
2007-09-01,44.86
2007-10-01,38.02
2007-11-01,6.26
2007-12-01,12.44
2008-01-01,7.84
2008-02-01,5.62
2008-03-01,3.99
2008-04-01,9.25
2008-05-01,11.23
2008-06-01,35.35
2008-07-01,43.77
2008-08-01,51.31
2008-09-01,38.77
2008-10-01,14.78
2008-11-01,8.90
2008-12-01,7.93
2009-01-01,5.14
2009-02-01,3.76
2009-03-01,3.26
2009-04-01,4.32
2009-05-01,21.66
2009-06-01,22.29
2009-07-01,47.00
2009-08-01,24.13
2009-09-01,27.59
2009-10-01,13.50
2009-11-01,6.98
2009-12-01,8.27
2010-01-01,8.09
2010-02-01,5.99
2010-03-01,4.84
2010-04-01,8.48
2010-05-01,19.97
2010-06-01,34.61
2010-07-01,47.01
2010-08-01,46.79
2010-09-01,40.48
2010-10-01,24.67
2010-11-01,7.94
2010-12-01,8.76
2011-01-01,6.28
2011-02-01,5.21
2011-03-01,5.13
2011-04-01,6.60
2011-05-01,16.09
2011-06-01,37.38
2011-07-01,61.21
2011-08-01,48.48
2011-09-01,25.95
2011-10-01,28.82
2011-11-01,9.30
2011-12-01,8.75
2012-01-01,5.46
2012-02-01,3.59
2012-03-01,3.37
2012-04-01,4.64
2012-05-01,21.17
2012-06-01,36.75
2012-07-01,51.82
2012-08-01,41.32
2012-09-01,27.15
2012-10-01,21.31
2012-11-01,9.42
2012-12-01,4.60
2013-01-01,6.25
2013-02-01,4.77
2013-03-01,3.13
2013-04-01,4.19
2013-05-01,21.50
2013-06-01,33.56
2013-07-01,45.34
2013-08-01,44.68
2013-09-01,28.66
2013-10-01,15.29
2013-11-01,7.89
2013-12-01,7.47
2014-01-01,5.91
2014-02-01,4.06
2014-03-01,4.03
2014-04-01,11.40
2014-05-01,15.53
2014-06-01,46.11
2014-07-01,36.73
2014-08-01,29.76
2014-09-01,20.53
2014-10-01,11.96
2014-11-01,7.41
2014-12-01,6.99
2015-01-01,5.61
2015-02-01,4.26
2015-03-01,3.21
2015-04-01,4.17
2015-05-01,16.57
2015-06-01,41.19
2015-07-01,41.93
2015-08-01,41.50
2015-09-01,34.68
2015-10-01,24.82
2015-11-01,9.60
2015-12-01,7.45
2016-01-01,5.74
2016-02-01,4.08
2016-03-01,3.40
2016-04-01,6.08
2016-05-01,6.69
2016-06-01,18.13
2016-07-01,27.34
2016-08-01,34.64
2016-09-01,29.75
2016-10-01,10.78
2016-11-01,8.37
2016-12-01,4.75
2017-01-01,3.92
2017-02-01,3.10
2017-03-01,3.29
2017-04-01,3.12
2017-05-01,29.99
2017-06-01,39.27
2017-07-01,50.37
2017-08-01,31.83
2017-09-01,40.25
2017-10-01,22.65
2017-11-01,10.55
2017-12-01,8.59
2018-01-01,6.77
2018-02-01,4.96
2018-03-01,4.25
2018-04-01,8.72
2018-05-01,15.61
2018-06-01,38.41
2018-07-01,49.43
2018-08-01,31.87
2018-09-01,26.25
2018-10-01,16.04
2018-11-01,9.40
2018-12-01,8.53
2019-01-01,6.31
2019-02-01,5.00
2019-03-01,3.53
2019-04-01,5.16
2019-05-01,13.85
2019-06-01,49.83
2019-07-01,50.25
2019-08-01,40.18
2019-09-01,30.43
2019-10-01,21.09
2019-11-01,8.89
2019-12-01,8.52
2020-01-01,6.71
2020-02-01,4.81
2020-03-01,3.94
2020-04-01,5.08
2020-05-01,13.11
2020-06-01,26.70
2020-07-01,57.94
2020-08-01,42.75
2020-09-01,39.45
2020-10-01,21.10
2020-11-01,10.42
2020-12-01,9.45
2021-01-01,7.52
2021-02-01,5.38
2021-03-01,3.42
2021-04-01,3.94
2021-05-01,12.89
2021-06-01,40.43
2021-07-01,39.06
2021-08-01,31.86
2021-09-01,18.67
2021-10-01,11.07
2021-11-01,7.34
2021-12-01,6.17
2022-01-01,4.34
2022-02-01,2.91
2022-03-01,3.92
2022-04-01,6.99
2022-05-01,33.53
2022-06-01,55.51
2022-07-01,57.06
2022-08-01,47.24
2022-09-01,35.33
2022-10-01,16.13
2022-11-01,11.31
2022-12-01,6.39
2023-01-01,4.92
2023-02-01,3.53
2023-03-01,2.81
2023-04-01,3.41
2023-05-01,17.49
2023-06-01,52.08
2023-07-01,50.45
2023-08-01,48.86
2023-09-01,31.19
2023-10-01,24.58
2023-11-01,7.90
2023-12-01,10.56
