Year,SCA
2000-02-01,0.15
2000-03-01,0.38
2000-04-01,2.76
2000-05-01,7.06
2000-06-01,30.59
2000-07-01,27.55
2000-08-01,6.48
2000-09-01,3.46
2000-10-01,1.37
2000-11-01,0.46
2000-12-01,0.09
2001-01-01,0.18
2001-02-01,0.10
2001-03-01,0.72
2001-04-01,1.61
2001-05-01,8.09
2001-06-01,22.56
2001-07-01,27.42
2001-08-01,13.41
2001-09-01,4.64
2001-10-01,0.98
2001-11-01,0.20
2001-12-01,0.05
2002-01-01,0.03
2002-02-01,0.05
2002-03-01,0.19
2002-04-01,2.18
2002-05-01,23.21
2002-06-01,39.66
2002-07-01,32.07
2002-08-01,18.43
2002-09-01,9.41
2002-10-01,3.78
2002-11-01,0.69
2002-12-01,0.35
2003-01-01,0.38
2003-02-01,0.21
2003-03-01,0.58
2003-04-01,1.64
2003-05-01,12.11
2003-06-01,38.01
2003-07-01,26.54
2003-08-01,15.52
2003-09-01,7.04
2003-10-01,4.18
2003-11-01,1.13
2003-12-01,0.46
2004-01-01,0.24
2004-02-01,0.02
2004-03-01,0.60
2004-04-01,4.19
2004-05-01,12.49
2004-06-01,24.09
2004-07-01,36.18
2004-08-01,20.07
2004-09-01,9.13
2004-10-01,2.01
2004-11-01,0.60
2004-12-01,0.27
2005-01-01,0.18
2005-02-01,0.07
2005-03-01,1.31
2005-04-01,5.08
2005-05-01,20.65
2005-06-01,43.28
2005-07-01,32.06
2005-08-01,20.11
2005-09-01,5.76
2005-10-01,1.83
2005-11-01,0.38
2005-12-01,0.35
2006-01-01,0.15
2006-02-01,0.23
2006-03-01,1.20
2006-04-01,6.44
2006-05-01,12.43
2006-06-01,37.23
2006-07-01,33.02
2006-08-01,17.37
2006-09-01,6.78
2006-10-01,3.55
2006-11-01,0.99
2006-12-01,0.60
2007-01-01,0.23
2007-02-01,0.35
2007-03-01,0.79
2007-04-01,6.61
2007-05-01,26.34
2007-06-01,34.78
2007-07-01,47.61
2007-08-01,28.77
2007-09-01,7.16
2007-10-01,3.28
2007-11-01,0.85
2007-12-01,0.40
2008-01-01,0.11
2008-02-01,0.19
2008-03-01,0.99
2008-04-01,8.60
2008-05-01,20.59
2008-06-01,32.57
2008-07-01,48.21
2008-08-01,63.01
2008-09-01,10.60
2008-10-01,2.34
2008-11-01,0.88
2008-12-01,0.21
2009-01-01,0.34
2009-02-01,0.28
2009-03-01,1.11
2009-04-01,4.55
2009-05-01,26.85
2009-06-01,34.15
2009-07-01,36.81
2009-08-01,18.94
2009-09-01,8.70
2009-10-01,3.95
2009-11-01,1.50
2009-12-01,0.53
2010-01-01,0.42
2010-02-01,0.45
2010-03-01,1.03
2010-04-01,3.84
2010-05-01,14.50
2010-06-01,35.68
2010-07-01,47.73
2010-08-01,33.34
2010-09-01,8.73
2010-10-01,2.88
2010-11-01,0.52
2010-12-01,0.62
2011-01-01,0.17
2011-02-01,0.23
2011-03-01,1.07
2011-04-01,11.17
2011-05-01,21.28
2011-06-01,29.63
2011-07-01,59.34
2011-08-01,47.93
2011-09-01,10.51
2011-10-01,3.81
