Year,SCA
2000-02-01,0.14
2000-03-01,1.83
2000-04-01,2.63
2000-05-01,10.42
2000-06-01,19.86
2000-07-01,23.28
2000-08-01,15.01
2000-09-01,5.51
2000-10-01,2.78
2000-11-01,1.63
2000-12-01,0.36
2001-01-01,0.90
2001-02-01,1.25
2001-03-01,2.20
2001-04-01,4.07
2001-05-01,9.77
2001-06-01,19.98
2001-07-01,19.79
2001-08-01,19.31
2001-09-01,8.62
2001-10-01,2.41
2001-11-01,0.47
2001-12-01,1.07
2002-01-01,1.87
2002-02-01,2.07
2002-03-01,1.64
2002-04-01,5.90
2002-05-01,5.17
2002-06-01,30.67
2002-07-01,26.94
2002-08-01,25.71
2002-09-01,7.97
2002-10-01,6.30
2002-11-01,1.67
2002-12-01,0.71
2003-01-01,0.92
2003-02-01,1.76
2003-03-01,2.87
2003-04-01,6.09
2003-05-01,10.76
2003-06-01,38.03
2003-07-01,31.68
2003-08-01,21.60
2003-09-01,11.40
2003-10-01,6.13
2003-11-01,1.34
2003-12-01,0.91
2004-01-01,1.78
2004-02-01,2.45
2004-03-01,3.07
2004-04-01,5.66
2004-05-01,10.96
2004-06-01,25.53
2004-07-01,26.92
2004-08-01,20.70
2004-09-01,21.48
2004-10-01,3.59
2004-11-01,1.91
2004-12-01,1.27
2005-01-01,2.05
2005-02-01,2.84
2005-03-01,3.40
2005-04-01,5.85
2005-05-01,32.16
2005-06-01,35.90
2005-07-01,41.07
2005-08-01,44.64
2005-09-01,30.25
2005-10-01,22.21
2005-11-01,2.63
2005-12-01,0.97
2006-01-01,1.98
2006-02-01,2.74
2006-03-01,2.83
2006-04-01,5.88
2006-05-01,12.24
2006-06-01,29.25
2006-07-01,48.52
2006-08-01,40.65
2006-09-01,34.22
2006-10-01,18.66
2006-11-01,3.13
2006-12-01,0.29
2007-01-01,1.46
2007-02-01,2.14
2007-03-01,3.33
2007-04-01,6.19
2007-05-01,20.40
2007-06-01,50.61
2007-07-01,48.72
2007-08-01,44.44
2007-09-01,32.32
2007-10-01,28.41
2007-11-01,1.04
2007-12-01,0.91
2008-01-01,2.53
2008-02-01,2.65
2008-03-01,2.54
2008-04-01,10.67
2008-05-01,19.67
2008-06-01,38.60
2008-07-01,40.63
2008-08-01,43.60
2008-09-01,28.49
2008-10-01,8.59
2008-11-01,2.00
2008-12-01,2.54
2009-01-01,2.31
2009-02-01,2.50
2009-03-01,3.08
2009-04-01,4.43
2009-05-01,20.92
2009-06-01,26.16
2009-07-01,38.01
2009-08-01,22.87
2009-09-01,19.02
2009-10-01,14.36
2009-11-01,2.03
2009-12-01,0.28
2010-01-01,2.23
2010-02-01,2.52
2010-03-01,2.82
2010-04-01,4.54
2010-05-01,20.56
2010-06-01,31.88
2010-07-01,48.93
2010-08-01,43.16
2010-09-01,31.48
2010-10-01,20.43
2010-11-01,1.61
2010-12-01,1.64
2011-01-01,1.67
2011-02-01,2.61
2011-03-01,2.83
2011-04-01,7.16
2011-05-01,19.46
2011-06-01,31.68
2011-07-01,47.94
2011-08-01,35.22
2011-09-01,28.04
2011-10-01,19.39
2011-11-01,1.23
2011-12-01,1.77
2012-01-01,2.52
2012-02-01,1.89
2012-03-01,2.50
2012-04-01,5.54
2012-05-01,14.05
2012-06-01,36.85
2012-07-01,45.93
2012-08-01,37.43
