Year,SCA
2000-02-01,0.55
2000-03-01,0.14
2000-04-01,0.07
2000-05-01,1.41
2000-06-01,5.46
2000-07-01,9.60
2000-08-01,6.60
2000-09-01,5.72
2000-10-01,6.80
2000-11-01,5.07
2000-12-01,2.95
2001-01-01,1.33
2001-02-01,0.66
2001-03-01,0.32
2001-04-01,0.56
2001-05-01,1.94
2001-06-01,5.37
2001-07-01,7.79
2001-08-01,7.10
2001-09-01,6.03
2001-10-01,4.78
2001-11-01,3.21
2001-12-01,1.86
2002-01-01,0.76
2002-02-01,0.38
2002-03-01,0.41
2002-04-01,0.79
2002-05-01,2.77
2002-06-01,9.83
2002-07-01,10.57
2002-08-01,9.78
2002-09-01,8.38
2002-10-01,7.27
2002-11-01,7.06
2002-12-01,3.95
2003-01-01,2.08
2003-02-01,1.08
2003-03-01,0.66
2003-04-01,0.55
2003-05-01,1.18
2003-06-01,3.94
2003-07-01,8.05
2003-08-01,6.63
2003-09-01,5.68
2003-10-01,4.04
2003-11-01,2.24
2003-12-01,1.14
2004-01-01,0.58
2004-02-01,0.31
2004-03-01,0.24
2004-04-01,1.14
2004-05-01,1.38
2004-06-01,5.11
2004-07-01,6.92
2004-08-01,9.11
2004-09-01,7.59
2004-10-01,4.65
2004-11-01,3.73
2004-12-01,1.60
2005-01-01,0.75
2005-02-01,0.34
2005-03-01,0.28
2005-04-01,0.39
2005-05-01,3.77
2005-06-01,8.83
2005-07-01,15.79
2005-08-01,14.43
2005-09-01,13.81
2005-10-01,8.11
2005-11-01,5.28
2005-12-01,2.84
2006-01-01,1.36
2006-02-01,0.72
2006-03-01,0.46
2006-04-01,0.60
2006-05-01,1.60
2006-06-01,11.23
2006-07-01,14.01
2006-08-01,17.73
2006-09-01,13.64
2006-10-01,9.74
2006-11-01,5.01
2006-12-01,2.66
2007-01-01,1.30
2007-02-01,0.92
2007-03-01,0.57
2007-04-01,0.92
2007-05-01,1.24
2007-06-01,16.59
2007-07-01,19.80
2007-08-01,20.81
2007-09-01,15.85
2007-10-01,9.30
2007-11-01,3.56
2007-12-01,1.07
2008-01-01,0.36
2008-02-01,0.18
2008-03-01,0.13
2008-04-01,0.75
2008-05-01,2.13
2008-06-01,14.23
2008-07-01,14.08
2008-08-01,13.46
2008-09-01,10.83
2008-10-01,6.40
2008-11-01,3.23
2008-12-01,1.04
2009-01-01,0.38
2009-02-01,0.15
2009-03-01,0.06
2009-04-01,0.14
2009-05-01,0.78
2009-06-01,4.81
2009-07-01,13.51
2009-08-01,15.31
2009-09-01,10.24
2009-10-01,8.20
2009-11-01,5.00
2009-12-01,2.60
2010-01-01,1.12
2010-02-01,0.48
2010-03-01,0.24
2010-04-01,0.30
2010-05-01,2.37
2010-06-01,8.21
2010-07-01,20.15
2010-08-01,18.51
2010-09-01,13.42
2010-10-01,8.36
2010-11-01,3.78
2010-12-01,1.42
2011-01-01,0.39
2011-02-01,0.12
2011-03-01,0.42
2011-04-01,1.28
2011-05-01,2.71
2011-06-01,14.03
2011-07-01,17.90
2011-08-01,21.01
2011-09-01,17.45
2011-10-01,10.15
2011-11-01,5.59
2011-12-01,1.94
2012-01-01,0.44
2012-02-01,0.14
2012-03-01,0.13
2012-04-01,0.20
2012-05-01,1.00
2012-06-01,5.78
2012-07-01,13.31
2012-08-01,12.82
2012-09-01,6.22
2012-10-01,3.58
2012-11-01,1.62
2012-12-01,1.62
2013-01-01,0.48
2013-02-01,0.15
2013-03-01,0.11
2013-04-01,0.10
2013-05-01,1.66
2013-06-01,10.97
2013-07-01,14.84
2013-08-01,15.84
2013-09-01,10.28
2013-10-01,6.54
2013-11-01,3.38
2013-12-01,1.33
2014-01-01,0.43
2014-02-01,0.16
2014-03-01,0.15
2014-04-01,0.81
2014-05-01,2.96
2014-06-01,19.57
2014-07-01,18.95
2014-08-01,14.59
2014-09-01,12.01
2014-10-01,7.59
