Year,SCA
2000-02-01,0.69
2000-03-01,2.78
2000-04-01,6.02
2000-05-01,13.50
2000-06-01,32.69
2000-07-01,35.23
2000-08-01,6.08
2000-09-01,6.06
2000-10-01,2.02
2000-11-01,1.52
2000-12-01,0.66
2001-01-01,0.99
2001-02-01,1.50
2001-03-01,4.00
2001-04-01,7.58
2001-05-01,16.50
2001-06-01,26.13
2001-07-01,32.29
2001-08-01,14.94
2001-09-01,5.66
2001-10-01,2.88
2001-11-01,1.04
2001-12-01,1.02
2002-01-01,1.30
2002-02-01,2.33
2002-03-01,2.61
2002-04-01,7.50
2002-05-01,27.88
2002-06-01,36.46
2002-07-01,31.70
2002-08-01,23.42
2002-09-01,13.46
2002-10-01,5.86
2002-11-01,2.66
2002-12-01,1.82
2003-01-01,2.23
2003-02-01,3.51
2003-03-01,6.66
2003-04-01,9.94
2003-05-01,19.52
2003-06-01,41.27
2003-07-01,32.48
2003-08-01,22.03
2003-09-01,12.06
2003-10-01,5.68
2003-11-01,2.90
2003-12-01,2.14
2004-01-01,2.51
2004-02-01,3.71
2004-03-01,6.38
2004-04-01,10.13
2004-05-01,23.89
2004-06-01,30.71
2004-07-01,40.50
2004-08-01,22.20
2004-09-01,10.56
2004-10-01,5.90
2004-11-01,3.62
2004-12-01,2.16
2005-01-01,2.28
2005-02-01,4.43
2005-03-01,5.82
2005-04-01,12.51
2005-05-01,27.32
2005-06-01,46.98
2005-07-01,41.37
2005-08-01,26.26
2005-09-01,13.49
2005-10-01,5.86
2005-11-01,3.08
2005-12-01,2.13
2006-01-01,3.45
2006-02-01,3.77
2006-03-01,6.39
2006-04-01,12.55
2006-05-01,21.22
2006-06-01,39.37
2006-07-01,36.14
2006-08-01,20.34
2006-09-01,11.41
2006-10-01,6.67
2006-11-01,2.98
2006-12-01,2.27
2007-01-01,3.05
2007-02-01,2.92
2007-03-01,6.90
2007-04-01,13.70
2007-05-01,29.91
2007-06-01,36.27
2007-07-01,45.94
2007-08-01,29.30
2007-09-01,14.31
2007-10-01,3.87
2007-11-01,2.69
2007-12-01,2.00
2008-01-01,3.01
2008-02-01,4.20
2008-03-01,5.50
2008-04-01,12.12
2008-05-01,28.05
2008-06-01,36.38
2008-07-01,44.01
2008-08-01,55.39
2008-09-01,15.49
2008-10-01,4.95
2008-11-01,2.43
2008-12-01,1.91
2009-01-01,2.79
2009-02-01,3.59
2009-03-01,6.81
2009-04-01,10.45
2009-05-01,32.01
2009-06-01,33.85
2009-07-01,37.96
2009-08-01,35.30
2009-09-01,12.47
2009-10-01,5.53
2009-11-01,2.75
2009-12-01,2.57
2010-01-01,2.29
2010-02-01,3.10
2010-03-01,6.45
2010-04-01,11.70
2010-05-01,22.95
2010-06-01,36.63
2010-07-01,52.17
2010-08-01,29.18
2010-09-01,13.88
2010-10-01,4.59
2010-11-01,3.01
2010-12-01,1.92
2011-01-01,2.82
2011-02-01,3.55
2011-03-01,6.86
2011-04-01,15.61
2011-05-01,25.18
2011-06-01,38.84
2011-07-01,50.95
2011-08-01,45.72
2011-09-01,16.40
2011-10-01,5.53
2011-11-01,3.42
2011-12-01,2.71
2012-01-01,3.14
2012-02-01,3.52
2012-03-01,6.21
2012-04-01,16.33
2012-05-01,26.50
2012-06-01,43.36
2012-07-01,51.94
2012-08-01,25.05
2012-09-01,12.86
2012-10-01,5.19
2012-11-01,2.57
2012-12-01,2.38
2013-01-01,2.06
2013-02-01,3.54
2013-03-01,6.19
2013-04-01,10.56
2013-05-01,23.77
2013-06-01,38.10
2013-07-01,32.19
2013-08-01,22.94
2013-09-01,16.30
2013-10-01,5.27
2013-11-01,2.36
2013-12-01,1.95
2014-01-01,2.18
2014-02-01,3.85
2014-03-01,5.61
2014-04-01,11.20
2014-05-01,23.55
2014-06-01,35.42
2014-07-01,37.84
2014-08-01,34.77
2014-09-01,11.50
2014-10-01,5.61
2014-11-01,2.46
2014-12-01,2.05
2015-01-01,2.55
2015-02-01,2.83
2015-03-01,5.92
2015-04-01,11.93
2015-05-01,25.73
2015-06-01,44.01
2015-07-01,54.07
2015-08-01,38.89
2015-09-01,14.46
2015-10-01,6.38
2015-11-01,2.92
2015-12-01,1.95
2016-01-01,2.76
2016-02-01,3.07
2016-03-01,5.81
2016-04-01,16.92
2016-05-01,20.82
2016-06-01,25.38
2016-07-01,34.31
2016-08-01,22.58
2016-09-01,10.79
2016-10-01,5.15
2016-11-01,2.24
2016-12-01,2.37
2017-01-01,2.31
2017-02-01,4.17
2017-03-01,6.56
2017-04-01,11.32
2017-05-01,25.59
2017-06-01,41.24
2017-07-01,29.25
2017-08-01,20.65
2017-09-01,10.50
2017-10-01,5.21
2017-11-01,3.28
2017-12-01,1.96
2018-01-01,2.59
2018-02-01,3.13
2018-03-01,6.68
2018-04-01,13.88
2018-05-01,23.23
2018-06-01,36.57
2018-07-01,44.39
2018-08-01,22.40
2018-09-01,14.13
2018-10-01,5.77
2018-11-01,2.42
2018-12-01,2.39
2019-01-01,2.34
2019-02-01,3.41
2019-03-01,5.74
2019-04-01,12.01
2019-05-01,24.31
2019-06-01,39.62
2019-07-01,41.87
2019-08-01,23.98
2019-09-01,12.29
2019-10-01,6.93
2019-11-01,2.81
2019-12-01,2.04
2020-01-01,2.08
2020-02-01,3.33
2020-03-01,5.62
2020-04-01,11.47
2020-05-01,18.97
2020-06-01,45.91
2020-07-01,61.42
2020-08-01,37.73
2020-09-01,12.32
2020-10-01,4.55
2020-11-01,3.12
2020-12-01,1.92
2021-01-01,2.99
2021-02-01,3.39
2021-03-01,6.64
2021-04-01,9.80
2021-05-01,20.04
2021-06-01,36.74
2021-07-01,37.18
2021-08-01,22.15
2021-09-01,12.44
2021-10-01,5.27
2021-11-01,2.82
2021-12-01,2.89
2022-01-01,2.76
2022-02-01,4.05
2022-03-01,6.55
2022-04-01,12.69
2022-05-01,23.05
2022-06-01,33.20
2022-07-01,47.37
2022-08-01,24.06
2022-09-01,13.12
2022-10-01,5.98
2022-11-01,3.34
2022-12-01,2.10
2023-01-01,3.03
2023-02-01,3.75
2023-03-01,7.95
2023-04-01,14.56
2023-05-01,24.63
2023-06-01,33.35
2023-07-01,43.96
2023-08-01,31.20
2023-09-01,18.70
2023-10-01,6.39
2023-11-01,4.05
2023-12-01,2.80
