Year,SCA
2000-02-01,10.85
2000-03-01,17.61
2000-04-01,24.86
2000-05-01,37.08
2000-06-01,48.70
2000-07-01,47.20
2000-08-01,29.29
2000-09-01,22.60
2000-10-01,17.90
2000-11-01,17.91
2000-12-01,10.69
2001-01-01,9.86
2001-02-01,12.66
2001-03-01,23.49
2001-04-01,28.03
2001-05-01,33.35
2001-06-01,35.75
2001-07-01,43.13
2001-08-01,37.92
2001-09-01,26.11
2001-10-01,19.30
2001-11-01,12.20
2001-12-01,16.51
2002-01-01,18.57
2002-02-01,19.32
2002-03-01,22.31
2002-04-01,25.80
2002-05-01,41.22
2002-06-01,55.89
2002-07-01,58.86
2002-08-01,45.53
2002-09-01,28.64
2002-10-01,21.87
2002-11-01,21.83
2002-12-01,18.63
2003-01-01,20.20
2003-02-01,21.75
2003-03-01,26.08
2003-04-01,31.58
2003-05-01,40.80
2003-06-01,68.45
2003-07-01,65.78
2003-08-01,45.24
2003-09-01,30.64
2003-10-01,24.79
2003-11-01,22.46
2003-12-01,17.06
2004-01-01,21.47
2004-02-01,23.22
2004-03-01,25.49
2004-04-01,33.55
2004-05-01,43.70
2004-06-01,66.69
2004-07-01,69.74
2004-08-01,50.55
2004-09-01,33.78
2004-10-01,23.80
2004-11-01,21.69
2004-12-01,20.55
2005-01-01,21.02
2005-02-01,22.16
2005-03-01,25.75
2005-04-01,34.96
2005-05-01,57.37
2005-06-01,73.99
2005-07-01,81.32
2005-08-01,71.46
2005-09-01,68.04
2005-10-01,54.26
2005-11-01,31.71
2005-12-01,20.45
2006-01-01,21.42
2006-02-01,26.86
2006-03-01,25.64
2006-04-01,34.98
2006-05-01,47.19
2006-06-01,63.85
2006-07-01,81.08
2006-08-01,73.95
2006-09-01,65.67
2006-10-01,52.99
2006-11-01,31.86
2006-12-01,17.76
2007-01-01,21.56
2007-02-01,25.97
2007-03-01,23.93
2007-04-01,34.39
2007-05-01,58.81
2007-06-01,75.43
2007-07-01,73.65
2007-08-01,69.21
2007-09-01,69.10
2007-10-01,58.32
2007-11-01,31.89
2007-12-01,18.38
2008-01-01,20.92
2008-02-01,25.87
2008-03-01,24.00
2008-04-01,37.38
2008-05-01,56.44
2008-06-01,73.34
2008-07-01,74.33
2008-08-01,58.67
2008-09-01,66.92
2008-10-01,42.06
2008-11-01,31.31
2008-12-01,21.38
2009-01-01,22.81
2009-02-01,25.36
2009-03-01,26.26
2009-04-01,33.29
2009-05-01,54.74
2009-06-01,77.88
2009-07-01,75.22
2009-08-01,71.99
2009-09-01,71.69
2009-10-01,58.76
2009-11-01,35.27
2009-12-01,21.07
2010-01-01,17.91
2010-02-01,27.10
2010-03-01,25.86
2010-04-01,31.81
2010-05-01,53.47
2010-06-01,67.78
2010-07-01,81.86
2010-08-01,71.14
2010-09-01,54.07
2010-10-01,54.76
2010-11-01,33.66
2010-12-01,20.07
2011-01-01,20.59
2011-02-01,26.15
2011-03-01,24.74
2011-04-01,35.57
2011-05-01,49.88
2011-06-01,67.39
2011-07-01,78.57
2011-08-01,69.50
2011-09-01,68.45
2011-10-01,52.79
2011-11-01,31.55
2011-12-01,21.30
2012-01-01,20.34
2012-02-01,26.84
2012-03-01,27.39
2012-04-01,34.72
2012-05-01,65.09
2012-06-01,81.51
2012-07-01,84.80
2012-08-01,73.98
2012-09-01,69.97
2012-10-01,56.30
2012-11-01,32.55
2012-12-01,19.16
