Year,SCA
2000-02-01,0.27
2000-03-01,1.10
2000-04-01,5.71
2000-05-01,11.21
2000-06-01,29.84
2000-07-01,28.04
2000-08-01,5.52
2000-09-01,8.40
2000-10-01,3.20
2000-11-01,0.55
2000-12-01,0.51
2001-01-01,0.33
2001-02-01,1.00
2001-03-01,3.01
2001-04-01,4.93
2001-05-01,10.76
2001-06-01,26.71
2001-07-01,30.33
2001-08-01,17.04
2001-09-01,5.24
2001-10-01,1.88
2001-11-01,0.77
2001-12-01,0.33
2002-01-01,0.79
2002-02-01,0.95
2002-03-01,1.26
2002-04-01,5.25
2002-05-01,29.50
2002-06-01,22.77
2002-07-01,33.80
2002-08-01,14.21
2002-09-01,11.09
2002-10-01,4.81
2002-11-01,2.20
2002-12-01,1.16
2003-01-01,1.70
2003-02-01,2.00
2003-03-01,2.72
2003-04-01,5.52
2003-05-01,20.04
2003-06-01,37.02
2003-07-01,28.47
2003-08-01,21.57
2003-09-01,11.87
2003-10-01,4.98
2003-11-01,1.74
2003-12-01,1.21
2004-01-01,2.00
2004-02-01,1.25
2004-03-01,3.30
2004-04-01,10.18
2004-05-01,17.77
2004-06-01,27.61
2004-07-01,36.35
2004-08-01,20.77
2004-09-01,9.11
2004-10-01,3.43
2004-11-01,1.57
2004-12-01,1.28
2005-01-01,1.42
2005-02-01,1.11
2005-03-01,3.83
2005-04-01,7.96
2005-05-01,26.80
2005-06-01,41.83
2005-07-01,36.25
2005-08-01,24.82
2005-09-01,8.11
2005-10-01,3.14
2005-11-01,1.35
2005-12-01,1.09
2006-01-01,1.01
2006-02-01,1.82
2006-03-01,4.49
2006-04-01,12.84
2006-05-01,17.74
2006-06-01,36.38
2006-07-01,35.92
2006-08-01,20.18
2006-09-01,8.10
2006-10-01,4.03
2006-11-01,2.20
2006-12-01,1.24
2007-01-01,1.02
2007-02-01,1.87
2007-03-01,2.85
2007-04-01,13.78
2007-05-01,30.07
2007-06-01,31.73
2007-07-01,41.94
2007-08-01,31.24
2007-09-01,8.82
2007-10-01,4.86
2007-11-01,2.34
2007-12-01,1.14
2008-01-01,0.83
2008-02-01,1.03
2008-03-01,3.06
2008-04-01,15.34
2008-05-01,29.27
2008-06-01,35.03
