Year,SCA
2000-02-01,8.48
2000-03-01,0.09
2000-04-01,0.39
2000-05-01,7.28
2000-06-01,23.53
2000-07-01,28.80
2000-08-01,25.14
2000-09-01,24.66
2000-10-01,21.42
2000-11-01,15.56
2000-12-01,8.66
2001-01-01,2.42
2001-02-01,0.44
2001-03-01,0.42
2001-04-01,3.38
2001-05-01,13.03
2001-06-01,23.41
2001-07-01,27.71
2001-08-01,25.85
2001-09-01,24.10
2001-10-01,18.37
2001-11-01,12.27
2001-12-01,5.20
2002-01-01,0.76
2002-02-01,0.32
2002-03-01,0.89
2002-04-01,3.70
2002-05-01,12.54
2002-06-01,30.76
2002-07-01,29.44
2002-08-01,28.39
2002-09-01,28.05
2002-10-01,23.76
2002-11-01,19.57
2002-12-01,12.62
2003-01-01,5.01
2003-02-01,1.37
2003-03-01,0.55
2003-04-01,1.00
2003-05-01,6.89
2003-06-01,20.23
2003-07-01,25.24
2003-08-01,20.24
2003-09-01,18.36
2003-10-01,13.28
2003-11-01,7.15
2003-12-01,1.46
2004-01-01,0.45
2004-02-01,0.28
2004-03-01,0.72
2004-04-01,4.61
2004-05-01,4.90
2004-06-01,19.64
2004-07-01,24.64
2004-08-01,26.42
2004-09-01,23.00
2004-10-01,16.69
2004-11-01,11.22
2004-12-01,3.05
2005-01-01,0.82
2005-02-01,0.25
2005-03-01,0.41
2005-04-01,0.57
2005-05-01,19.95
2005-06-01,27.01
2005-07-01,29.21
2005-08-01,26.91
2005-09-01,26.22
2005-10-01,20.91
2005-11-01,17.03
2005-12-01,11.74
2006-01-01,4.37
2006-02-01,1.54
2006-03-01,0.59
2006-04-01,2.40
2006-05-01,2.92
2006-06-01,25.10
2006-07-01,27.74
2006-08-01,29.26
2006-09-01,25.58
2006-10-01,21.38
2006-11-01,15.36
2006-12-01,9.07
2007-01-01,2.77
2007-02-01,1.21
2007-03-01,0.53
2007-04-01,1.23
2007-05-01,1.26
2007-06-01,29.33
2007-07-01,31.10
2007-08-01,32.83
2007-09-01,27.19
2007-10-01,20.29
2007-11-01,9.64
2007-12-01,1.62
2008-01-01,0.36
2008-02-01,0.20
2008-03-01,0.20
2008-04-01,2.97
2008-05-01,15.76
2008-06-01,28.48
2008-07-01,26.71
2008-08-01,26.52
2008-09-01,24.45
2008-10-01,18.75
2008-11-01,10.50
2008-12-01,2.18
2009-01-01,0.41
2009-02-01,0.22
2009-03-01,0.10
2009-04-01,0.14
2009-05-01,6.10
2009-06-01,14.37
2009-07-01,27.34
2009-08-01,27.71
2009-09-01,23.39
2009-10-01,20.61
2009-11-01,15.83
2009-12-01,8.68
2010-01-01,2.22
2010-02-01,0.39
2010-03-01,0.17
2010-04-01,0.21
2010-05-01,11.21
2010-06-01,18.47
2010-07-01,32.47
2010-08-01,29.76
2010-09-01,23.83
2010-10-01,15.08
2010-11-01,5.30
2010-12-01,1.58
2011-01-01,0.27
2011-02-01,0.16
2011-03-01,1.24
2011-04-01,5.68
2011-05-01,9.42
2011-06-01,25.24
2011-07-01,30.16
2011-08-01,33.01
2011-09-01,28.72
2011-10-01,20.64
2011-11-01,12.43
2011-12-01,2.53
2012-01-01,0.26
2012-02-01,0.17
2012-03-01,0.09
2012-04-01,0.84
2012-05-01,3.52
2012-06-01,15.84
2012-07-01,25.26
2012-08-01,25.09
2012-09-01,16.70
2012-10-01,13.52
2012-11-01,4.88
2012-12-01,5.96
2013-01-01,0.54
2013-02-01,0.20
2013-03-01,0.11
2013-04-01,0.16
2013-05-01,7.88
2013-06-01,24.20
2013-07-01,28.80
2013-08-01,28.51
2013-09-01,22.32
2013-10-01,18.18
2013-11-01,9.09
2013-12-01,1.51
2014-01-01,0.20
2014-02-01,0.14
2014-03-01,0.34
2014-04-01,1.55
2014-05-01,15.28
2014-06-01,32.29
2014-07-01,30.96
2014-08-01,27.88
2014-09-01,24.12
2014-10-01,18.82
2014-11-01,11.07
2014-12-01,4.17
2015-01-01,0.68
2015-02-01,0.23
2015-03-01,0.14
2015-04-01,0.96
2015-05-01,3.52
2015-06-01,22.33
2015-07-01,23.50
2015-08-01,27.87
2015-09-01,23.25
2015-10-01,20.95
2015-11-01,13.83
2015-12-01,4.70
2016-01-01,0.69
2016-02-01,0.18
2016-03-01,0.10
2016-04-01,2.08
2016-05-01,11.11
2016-06-01,11.59
2016-07-01,16.27
2016-08-01,22.45
2016-09-01,14.27
2016-10-01,10.11
2016-11-01,3.59
2016-12-01,0.41
2017-01-01,0.10
2017-02-01,0.11
2017-03-01,0.23
2017-04-01,2.50
2017-05-01,11.29
2017-06-01,24.91
2017-07-01,28.15
2017-08-01,27.86
2017-09-01,24.50
2017-10-01,20.72
2017-11-01,12.62
2017-12-01,2.81
2018-01-01,0.34
2018-02-01,0.11
2018-03-01,1.73
2018-04-01,3.37
2018-05-01,3.90
2018-06-01,27.03
2018-07-01,25.43
2018-08-01,24.81
2018-09-01,20.78
2018-10-01,20.01
2018-11-01,11.38
2018-12-01,3.28
2019-01-01,0.42
2019-02-01,0.14
2019-03-01,0.09
2019-04-01,0.14
2019-05-01,15.02
2019-06-01,28.54
2019-07-01,27.60
2019-08-01,22.61
2019-09-01,19.22
2019-10-01,12.48
2019-11-01,3.81
2019-12-01,0.42
2020-01-01,0.11
2020-02-01,0.11
2020-03-01,0.04
2020-04-01,0.94
2020-05-01,4.46
2020-06-01,19.29
2020-07-01,31.91
2020-08-01,28.16
2020-09-01,24.96
2020-10-01,19.97
2020-11-01,10.26
2020-12-01,1.94
2021-01-01,0.33
2021-02-01,0.41
2021-03-01,0.13
2021-04-01,0.23
2021-05-01,11.92
2021-06-01,15.04
2021-07-01,18.78
2021-08-01,16.16
2021-09-01,22.97
2021-10-01,12.91
2021-11-01,2.03
2021-12-01,0.23
2022-01-01,0.06
2022-02-01,0.12
2022-03-01,0.11
2022-04-01,0.79
2022-05-01,14.77
2022-06-01,22.80
2022-07-01,32.47
2022-08-01,28.72
2022-09-01,24.29
2022-10-01,16.21
2022-11-01,5.87
2022-12-01,0.71
2023-01-01,0.12
2023-02-01,0.07
2023-03-01,0.07
2023-04-01,0.47
2023-05-01,10.83
2023-06-01,16.15
2023-07-01,24.54
2023-08-01,24.76
2023-09-01,24.55
2023-10-01,20.60
2023-11-01,16.63
2023-12-01,8.72
